Protein	MapManNumer	Description	NA_1_1	NA_1_2	NA_1_3	NA_2_1	NA_2_2	NA_2_3	NA_3_1	NA_3_2	NA_3_3	CA_1_1	CA_1_2	CA_1_3	CA_2_1	CA_2_2	CA_2_3	CA_3_1	CA_3_2	CA_3_3	DA6_1_1	DA6_1_2	DA6_1_3	DA6_2_1	DA6_2_2	DA6_2_3	DA6_3_1	DA6_3_2	DA6_3_3	DA12_1_1	DA12_1_2	DA12_1_3	DA12_2_1	DA12_2_2	DA12_2_3	DA12_3_1	DA12_3_2	DA12_3_3	DA24_1_1	DA24_1_2	DA24_1_3	DA24_2_1	DA24_2_2	DA24_2_3	DA24_3_1	DA24_3_2	DA24_3_3
AT2G22230.1	GMM:11.1.5	lipid metabolism.FA synthesis and FA elongation.beta hydroxyacyl ACP dehydratase	-9.421922	-0.256762	0.076231	0.296071	0.097114	0.212062	-0.031647	-0.064732	0.312441	0.236604	-0.305441	-0.134780	0.604914	0.031344	0.343716	-0.337108	-0.080028	-0.366863	-0.168365	-0.134286	0.173239	0.270460	-0.148294	0.493741	-0.476559	0.579405	0.429181	-0.233318	-0.120052	0.357674	-0.013557	0.750769	0.060133	-0.614432	-0.169877	0.095303	-0.205223	0.107206	0.135248	-0.259294	-0.149918	-0.538972	-0.176296	0.143558	NaN
AT2G22330.1	GMM:26.10;GMM:16.5.1.1.3.2	misc.cytochrome P450;secondary metabolism.sulfur-containing.glucosinolates.synthesis.indole.CYP79B3 monooxygenase	-13.073012	-3.900149	-13.328534	-13.266066	-13.297168	-3.980161	-13.209352	-13.366483	-3.569855	-2.764677	-13.239654	-13.318953	-3.590926	-12.979800	-3.737435	-13.144680	-13.323295	-3.791581	NaN	-13.272874	-13.455148	-3.597015	-13.182069	-13.285312	-13.363315	-13.610132	-13.467590	NaN	-13.333946	-13.282692	-13.487996	-13.337376	-3.700467	-13.376146	-3.626820	-13.433257	-3.181782	-13.619069	-13.593240	-13.378537	-13.560408	-3.723146	-4.018577	-13.081374	-3.754395
AT2G22340.1			-4.175646	-11.675141	-11.761582	NaN	-11.822684	-12.040349	-11.761982	-3.347751	-3.477605	NaN	-11.758081	-3.437770	-9.800172	-11.629958	-12.168134	-11.313457	-11.780811	-11.350150	NaN	-11.554134	-11.882742	-11.605190	-11.740704	-12.009872	-11.475649	-12.190273	-3.818523	NaN	-3.264872	-11.673726	-9.193595	-11.942295	-11.970984	-9.015234	-11.994399	-11.738772	NaN	-11.707585	-12.051474	-11.633017	-11.854814	-12.218605	-9.069130	-11.508051	-11.880324
AT2G22540.1	GMM:33.99	development.unspecified	-9.849148	-13.002737	-13.034464	NaN	-13.048019	-13.012778	NaN	-12.901942	-9.045458	-12.877093	-13.156282	-12.926377	-8.467657	-12.700381	-12.754796	-12.941945	-12.625031	-12.796367	-13.098529	-13.062430	-13.140455	NaN	-12.750605	-12.968001	NaN	-12.890496	-13.091065	NaN	-12.952164	-12.892387	-10.758135	-3.927497	-13.140375	NaN	-12.928144	-13.083078	NaN	-13.140821	-13.000708	NaN	-13.119207	-13.390589	NaN	-12.836998	-13.265803
AT2G22570.1	GMM:16.2	secondary metabolism.phenylpropanoids	0.291657	-7.341920	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.289774	-7.976474	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.325562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.948928	-8.112655	NaN	NaN	NaN	NaN
AT2G22600.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.866709	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.029082	NaN	3.945503	NaN	NaN	NaN	4.352413
AT2G22610.1	GMM:31.1	cell.organisation	NaN	NaN	NaN	NaN	NaN	-7.486702	NaN	NaN	NaN	NaN	-7.907481	NaN	-7.668428	NaN	-7.394410	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.487281	-7.829563	NaN	NaN	-7.959460	NaN	NaN	NaN	NaN	NaN	-8.072552	NaN	NaN	NaN	NaN	NaN	NaN	-8.581820	NaN	-8.195360
AT2G23110.1			NaN	NaN	NaN	NaN	NaN	2.744208	NaN	NaN	NaN	NaN	NaN	3.805978	NaN	NaN	2.836500	NaN	NaN	NaN	NaN	NaN	2.507753	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G23120.1			NaN	NaN	-0.778926	NaN	NaN	-0.430417	NaN	-0.633022	-0.856725	NaN	NaN	0.435404	NaN	0.182781	-0.338125	NaN	0.382522	0.523392	NaN	NaN	0.023262	NaN	0.307097	-0.063246	NaN	0.424768	0.198878	NaN	0.322659	-0.040970	NaN	0.070219	0.025301	NaN	0.536702	0.211764	NaN	0.269829	0.308479	NaN	0.039107	NaN	NaN	0.154451	-0.030652
AT2G23220.1	GMM:26.10	misc.cytochrome P450	-10.814545	-10.529842	-10.364746	-10.618738	-10.734161	-10.331395	-10.530609	-10.865636	-10.607537	-10.613904	-10.436492	-10.551362	-10.327314	-10.136182	-10.234168	-10.306201	-10.366537	-10.138749	NaN	-10.473415	-10.411361	-10.768317	-10.521786	-10.222953	-10.954849	-10.472596	-10.985260	NaN	-10.668050	-10.331270	-10.858156	-10.843615	-10.777258	-10.540068	-10.689046	-10.516141	-2.280904	NaN	-10.934902	-10.922894	-11.089197	-10.918935	-10.553075	-10.670701	-10.680357
AT2G23300.1	GMM:30.2.3	signalling.receptor kinases.leucine rich repeat III	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.194962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G23350.1	GMM:27.1	RNA.processing	-4.853695	0.291025	-1.079018	-4.865119	0.682349	0.364241	0.177362	-4.181936	-0.026701	-0.799098	0.519130	0.417831	0.159911	0.012482	0.456533	-4.166381	-5.109050	-0.851081	-4.154990	0.110442	0.266927	-0.166001	0.317358	-1.177240	0.519892	0.212341	-4.908089	0.316801	0.296077	-0.224369	-0.351466	0.268414	-0.191624	0.237815	-5.003362	-4.643187	-0.068940	0.247022	0.693670	-0.338314	-0.395706	-0.243656	0.248896	-0.067162	-1.015016
AT2G23450.1	GMM:30.2.25	signalling.receptor kinases.wall associated kinase	NaN	-0.978876	-0.778500	-0.977796	-0.790261	-0.629459	-0.100629	-0.518932	-0.259695	-0.717121	-1.421887	-0.420603	NaN	-0.572649	-1.006345	-0.425311	-0.375362	-0.979015	-11.223931	-0.734518	-0.411162	-0.296577	-0.789681	-0.245118	-0.630105	-0.443473	-0.448944	-0.353335	-0.749974	-11.503806	1.043330	-1.320144	-0.572551	-0.781109	-0.881152	0.064037	-0.131826	0.384822	-9.499571	-11.413102	-0.616412	-0.792295	-0.226755	-1.272113	-0.792225
AT2G23670.1			-0.172122	-0.105648	0.164859	0.056195	0.212609	0.154875	0.279961	-0.042782	0.068003	-0.153345	-0.120803	0.068368	-0.399202	-0.073738	0.247167	-0.135117	0.096785	0.228916	-0.310965	-0.010082	-0.023862	0.034909	0.153194	0.397808	-0.011237	-0.143357	-0.060177	-0.199498	0.309411	-0.187670	-0.122662	0.089442	0.277933	0.028670	-0.199258	0.118785	0.257845	0.068742	-0.144236	0.035284	-0.198370	-0.047399	-0.004827	0.036004	-0.164256
AT2G23890.1	GMM:35.1	not assigned.no ontology	-10.814467	-12.681604	-10.747316	-11.027007	-12.928494	-11.178237	-10.673453	-10.459333	-10.583451	NaN	-12.226461	-10.403837	-10.682865	-10.177626	-10.571253	-10.801613	-10.696537	NaN	-9.731395	-12.724063	-10.955389	-10.687618	-10.420924	-10.880094	-10.838407	-10.802652	-11.132889	-10.312155	-12.653214	-10.573208	-10.418651	-10.568331	-10.444623	-10.817409	-11.100622	-11.198167	-11.082412	-10.684679	-10.856654	-11.466267	-11.060747	-11.159733	-11.016297	-11.196748	-11.469335
AT2G24020.1			1.768843	0.359150	-0.193478	0.774155	-0.338910	0.387161	0.848717	0.111211	0.094538	-0.119017	0.802177	-0.224657	2.116066	0.064439	0.198640	0.823849	0.187269	0.129481	0.640438	0.844494	-0.343659	-4.082499	0.000162	0.095981	0.334871	0.332098	-0.142685	0.104010	-5.217850	-0.315715	-0.007284	-0.186399	0.080414	1.879909	0.055634	-0.296761	1.775412	0.201902	0.256692	1.591206	0.233903	0.601708	1.014760	0.716455	0.282376
AT2G24060.1	GMM:29.2.3	protein.synthesis.initiation	-0.342171	-0.330614	NaN	-0.030291	-10.420730	NaN	-0.103157	NaN	NaN	-0.341538	-0.137572	NaN	-0.278306	NaN	NaN	-0.292399	-0.410427	NaN	-0.084530	-0.358133	NaN	0.283603	NaN	NaN	-0.027647	NaN	NaN	-0.039108	0.442660	-10.675294	-0.144116	NaN	NaN	-0.088972	NaN	NaN	-0.217377	0.156565	NaN	-0.171510	NaN	NaN	0.267862	-8.148417	NaN
AT2G24090.1	GMM:29.2.1.1.3.2.35	protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L35	-0.417678	0.703375	-8.654570	0.285631	NaN	NaN	0.162819	-10.553788	NaN	-0.589950	-8.706726	NaN	0.477448	-10.152348	NaN	-0.316307	-8.471762	0.143171	-0.386666	-10.307078	-10.569125	-0.034633	NaN	-0.450851	-0.065773	NaN	NaN	-0.509656	0.061952	NaN	-0.560595	0.320473	NaN	-8.991096	-9.205279	NaN	-0.291212	NaN	0.016165	-0.669320	NaN	-0.020806	-1.733473	-0.739469	NaN
AT2G24200.1	GMM:29.5	protein.degradation	-0.425475	-0.257156	-0.112732	0.139663	-0.000821	0.007857	0.226077	-0.276695	-0.101975	0.244776	-0.199829	-0.063973	-0.332494	0.130197	-0.078102	-0.002379	0.019372	0.212035	0.081042	-0.206642	0.185966	0.109165	-0.170666	0.057933	-0.040250	0.165099	0.059555	0.103816	0.188873	0.029808	-0.100691	0.275126	0.319584	0.266346	0.143621	0.198236	0.285617	0.034326	-0.112049	0.021619	0.095557	0.212529	0.142062	-0.023936	0.253524
AT2G24270.1	GMM:4.1.9	glycolysis.cytosolic branch.non-phosphorylating glyceraldehyde 3-phosphate dehydrogenase (NPGAP-DH)	0.012461	-0.166306	0.083007	0.048361	0.114352	0.116130	0.090058	0.159025	0.156419	0.096562	0.033073	-0.185855	-0.039501	0.119731	0.042298	-0.028111	-0.158523	-0.087763	0.010309	-0.049984	0.118621	-0.016165	0.190418	0.122701	0.131170	0.132291	0.028927	-0.084125	0.133034	-0.056143	-0.075469	-0.029344	0.010027	0.267769	0.181504	0.299826	0.172774	0.236493	-0.014187	0.167097	0.183205	0.184201	-0.010036	-0.012347	0.150372
AT2G24280.1	GMM:29.5	protein.degradation	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.289219	0.076858	NaN	-7.589723	NaN	NaN	-7.715326	-8.176057	NaN	-8.152254	NaN	NaN	NaN	NaN	-7.709741	NaN	NaN	NaN	NaN	-7.185392	NaN	NaN	NaN	NaN	-8.232736	0.241142	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G24580.1	GMM:13.1.5.2.41	amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.sarcosine oxidase	-8.833611	-9.623355	NaN	NaN	0.602402	NaN	-9.174188	0.686228	-8.063442	-0.226636	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.573024	NaN	NaN	NaN	NaN	NaN	NaN	0.213017	NaN	NaN	NaN	NaN	NaN	-8.441730	NaN
AT2G24680.1	GMM:27.3.41	RNA.regulation of transcription.B3 transcription factor family	NaN	NaN	NaN	-2.692676	-3.006097	NaN	NaN	NaN	NaN	NaN	-9.417768	NaN	-10.190076	NaN	-9.343349	NaN	NaN	-1.687011	-7.356299	-0.430006	-9.940972	NaN	-9.642165	-9.674558	NaN	NaN	NaN	NaN	-1.376889	NaN	NaN	-1.158302	NaN	NaN	0.088358	NaN	NaN	NaN	NaN	-2.661910	-10.406324	NaN	NaN	NaN	-10.265754
AT2G24940.1	GMM:21.2	redox.ascorbate and glutathione	0.114873	0.143537	-0.490137	-0.080607	0.096943	0.107853	0.081285	0.168550	-0.103171	0.186395	-0.135197	0.162527	-0.219742	-0.049787	0.145611	0.119171	-0.024826	0.007085	-0.319794	0.057169	0.105002	-0.264499	0.174298	-0.467418	-0.004495	0.000695	0.122113	-0.172062	0.222270	0.127727	-0.000781	0.332975	-0.060278	0.042485	-0.003598	0.150697	0.017125	0.226880	0.040250	0.041777	0.130712	0.258663	0.020068	0.169956	0.007705
AT2G25060.1	GMM:26.19	misc.plastocyanin-like	-0.139281	-0.290519	NaN	0.366072	NaN	-7.578030	-0.073785	NaN	NaN	0.214229	NaN	NaN	0.293482	NaN	-7.485738	0.004612	NaN	-0.086424	-0.103899	-0.195656	NaN	-0.213588	NaN	-10.818720	NaN	-0.024315	-8.611978	0.120346	0.159728	NaN	-0.316993	NaN	NaN	-10.647434	1.068919	-10.776489	-0.039004	-0.539946	NaN	-0.371445	NaN	NaN	-10.676637	NaN	NaN
AT2G25080.1	GMM:21.2	redox.ascorbate and glutathione	-0.252340	-0.197230	0.067589	0.120959	0.255697	0.147880	0.053012	0.421296	0.279461	-2.521239	0.035260	0.144539	-0.121055	0.549231	0.061719	0.281073	0.306674	-3.893429	-11.814445	1.409206	0.166440	-0.190811	0.141774	0.175426	-0.188740	0.100411	-0.041045	-0.533162	1.079847	-0.074496	-0.255740	0.192160	0.467085	-0.364976	0.091396	0.260921	-0.076805	-0.123273	0.064655	-0.550650	0.204217	-0.128457	-0.139212	-0.060493	0.019009
AT2G25160.1	GMM:26.10	misc.cytochrome P450	-11.612803	-1.517369	-0.142262	-1.280241	-11.828967	-1.447446	-1.482969	-0.913788	-1.287221	-1.549085	-1.095016	-1.450964	-11.450169	-11.695471	-1.418941	-1.517148	-1.611160	-10.511817	-1.374021	-1.052480	-0.218328	-1.156683	-11.245125	-0.254928	-11.681375	0.170521	-1.624858	-1.532846	-11.392955	-1.187829	-0.971438	-1.763839	-0.823798	-1.256021	-1.502191	-1.620811	-0.740004	-1.410201	-12.014363	-1.500688	-11.269090	-11.132672	-1.624754	-1.179103	-0.696582
AT2G25450.1	GMM:17.5.1;GMM:16.5.1.1.1.13	hormone metabolism.ethylene.synthesis-degradation;secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.2-oxoglutarate-dependent dioxygenase	NaN	0.037455	-0.075445	-0.038240	NaN	NaN	-0.370987	NaN	NaN	NaN	NaN	-9.612995	0.487559	NaN	NaN	0.439455	-9.374102	NaN	NaN	-0.154165	-9.557658	NaN	NaN	-6.389003	0.078158	NaN	-7.681398	NaN	NaN	NaN	0.109788	NaN	NaN	0.657298	NaN	-7.983226	0.577235	0.180600	NaN	NaN	NaN	NaN	0.299246	-0.138345	NaN
AT2G25560.1	GMM:20.2.1	stress.abiotic.heat	-0.080453	-0.001509	0.033864	-0.000493	-0.064476	0.125514	0.109366	0.093578	0.105202	-0.136275	-0.037253	-0.030418	-0.063992	0.001576	-0.135258	-0.046438	-0.008179	0.031620	0.017382	-0.030498	0.054500	-0.041449	-0.002816	-0.114385	-0.036685	0.012563	0.066422	-0.141667	0.060552	0.125066	0.004611	0.047867	-0.001789	0.092897	0.043370	-0.064841	0.206768	0.205155	0.160449	0.193858	0.255961	0.290205	0.179078	0.242844	0.237419
AT2G25600.1	GMM:34.15	transport.potassium	2.050589	1.512806	1.540028	3.574721	1.516324	1.199228	1.089080	1.749265	1.589806	1.898548	1.728964	1.482987	NaN	1.076552	1.291520	1.641763	1.319653	1.249160	1.839325	0.985755	1.487345	1.717183	2.033474	1.633354	1.887671	1.646027	1.257340	3.456057	1.278373	0.856536	2.636908	1.711424	1.819427	3.817704	1.288085	2.016403	3.600429	2.261918	2.522691	2.218851	2.094466	2.511658	3.883940	1.341066	1.213098
AT2G25630.1	GMM:26.3	misc.gluco-, galacto- and mannosidases	0.177355	0.512520	NaN	-0.086858	-0.326623	0.166811	0.095515	-0.118250	-0.165289	0.169806	0.259506	-0.040972	0.231996	-0.064149	0.259103	-0.005853	0.083665	-0.252493	0.406723	-0.316933	-0.133647	0.174220	NaN	0.384863	0.011419	0.045521	0.239147	0.148499	0.136101	-0.165825	0.293675	-0.120264	-0.067896	-0.216050	0.113197	-0.011839	0.012621	0.292112	-0.325863	-0.022664	-0.099979	0.107837	0.241831	NaN	-0.059743
AT2G25660.1	GMM:33.99	development.unspecified	-5.555045	0.048566	-0.052863	-0.123597	-0.101924	NaN	-0.207191	-0.292830	-7.946945	-0.041075	-0.159475	-0.056309	-0.285549	-0.170600	-0.390829	-0.190236	-0.005829	-8.743639	-0.137913	0.114020	-0.096116	-5.787100	-0.052115	-12.488572	-0.280229	-0.108398	-8.842366	-0.012865	0.025958	-0.127158	-0.127947	-5.518135	NaN	-0.294256	0.000823	NaN	-0.090782	0.192403	-0.167509	-5.971994	-0.241166	NaN	0.088001	-0.119995	NaN
AT2G25690.1	GMM:33.99	development.unspecified	-0.371788	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.771450	NaN	-8.077464	NaN	-9.188670	NaN	-9.754129	NaN	NaN	-0.831307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.010422	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.990062	NaN	NaN	NaN	NaN	NaN	-1.211111	NaN
AT2G25700.1	GMM:29.5.11.4.3.1	protein.degradation.ubiquitin.E3.SCF.SKP	NaN	NaN	NaN	NaN	NaN	-0.569798	NaN	NaN	-0.363315	-0.357692	NaN	NaN	NaN	NaN	-0.477507	NaN	NaN	-0.172650	NaN	NaN	NaN	NaN	NaN	-0.536077	NaN	NaN	0.015314	NaN	NaN	NaN	NaN	NaN	-0.217372	NaN	NaN	-0.074942	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.060745
AT2G25730.1	GMM:35.2	not assigned.unknown	NaN	NaN	-0.008806	-7.554899	-0.023713	0.087820	NaN	NaN	-0.033377	NaN	0.011314	0.013722	-0.100964	0.048737	-0.109680	-0.078305	NaN	NaN	NaN	-0.004030	-0.013362	NaN	0.021550	0.006921	NaN	NaN	NaN	NaN	0.044481	0.040956	NaN	0.053787	NaN	NaN	0.005522	-14.044165	-7.570341	-0.028104	-0.009418	NaN	NaN	0.121372	NaN	0.018086	NaN
AT2G25800.1			1.117748	NaN	NaN	NaN	NaN	NaN	0.831850	NaN	NaN	1.823243	NaN	NaN	0.060817	NaN	NaN	0.508772	NaN	NaN	1.803072	NaN	1.325818	NaN	0.655774	NaN	0.444376	NaN	0.769730	0.041327	NaN	0.412417	NaN	NaN	NaN	0.535706	0.772575	0.614006	0.638863	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G25850.1	GMM:27.1.3.1	RNA.processing.3' end processing.PAP	NaN	-3.598703	-11.313607	-8.546578	-11.530352	-11.464110	-11.118752	-11.018778	-11.160554	-10.998997	-10.799811	-11.167782	-10.858123	-11.043145	-11.623144	NaN	-11.186838	-11.196533	-11.855806	-8.139407	-11.621680	-11.348594	-11.521512	-11.453134	-11.565963	-11.682784	-11.888699	NaN	-11.161994	-11.300336	NaN	-11.449652	-11.766953	-11.524603	-11.530697	-11.711168	-11.613831	-11.968054	-12.091149	-11.914294	-3.406844	-12.060549	-11.670700	-11.643835	-11.841196
AT2G25950.1	GMM:35.2	not assigned.unknown	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.260621	NaN	3.035870	4.181407	NaN	3.031618	NaN	NaN	NaN	NaN	-9.636251	NaN	2.273798	NaN	NaN	3.153773	NaN	NaN	NaN	NaN	2.403234	NaN	NaN	NaN	NaN	NaN	NaN	2.672760	NaN	NaN	NaN	NaN	2.555378	NaN	NaN	NaN	NaN	NaN
AT2G26040.1	GMM:20.2.99	stress.abiotic.unspecified	-1.541065	-0.600575	-0.318504	-0.674181	-0.283536	-1.097095	-0.839136	-0.890570	-0.703675	-2.278922	-0.442205	-10.555849	-0.795987	-0.353966	-0.769206	-0.209635	-0.556323	-0.713540	-0.544355	-0.698462	-0.951834	-0.537506	-9.954044	-0.118715	-0.699512	-0.628413	-0.733874	-0.983306	-0.583254	-0.487672	-0.558233	-1.052101	-10.689147	-0.294620	-0.887191	-0.741608	-0.345742	-0.653512	-0.710930	-0.116895	-0.715632	-0.652889	-0.431308	-0.561413	-0.381175
AT2G26080.1	GMM:25;GMM:1.2.4.1	C1-metabolism;PS.photorespiration.glycine cleavage.P subunit	-0.145593	0.199073	-0.248666	0.117979	0.048314	-0.175087	-0.089291	-0.133304	0.121269	0.057549	-0.163946	-0.108169	-0.340460	-0.206517	-0.087912	-0.124206	-0.031506	0.064565	-0.062435	-0.010263	0.152716	-0.157899	-0.088687	-0.010967	-0.129023	0.000085	-0.047289	0.146547	0.018024	-0.018725	0.194894	0.009843	-0.112338	-0.128376	0.133260	-0.110156	0.049153	-0.075237	0.058384	-0.238703	-0.037170	-0.073811	0.187351	-0.032742	-0.003973
AT2G26150.1	GMM:27.3.23;GMM:20.2.1	RNA.regulation of transcription.heat-shock transcription factor family (HSF);stress.abiotic.heat	-11.153078	NaN	NaN	-10.958649	NaN	NaN	-9.195037	NaN	NaN	-11.175533	NaN	NaN	-2.623111	NaN	-8.958761	NaN	-8.923004	-8.960116	-11.086047	NaN	NaN	-10.967623	NaN	NaN	NaN	-9.035601	-9.224270	-10.658602	-8.433096	-10.653890	-10.824827	-8.654658	NaN	-11.137875	-8.696456	0.461416	-11.335442	-8.689985	-9.172400	NaN	NaN	NaN	-2.962232	-8.179589	-8.733157
AT2G26180.1	GMM:30.3	signalling.calcium	-11.710877	-11.666798	NaN	-8.387354	-3.565428	NaN	-11.074173	-3.590017	NaN	NaN	-11.092359	-9.741884	-11.046187	-11.501494	NaN	-8.684135	-1.840104	NaN	-11.469326	-11.246821	-11.141218	-11.342274	-11.302665	-0.707754	-11.854424	-12.308968	NaN	-10.962586	-11.333893	-1.177729	-11.915163	-11.528478	0.222812	-11.290896	-11.272700	NaN	-11.656035	-11.772721	NaN	-11.752697	-11.798265	NaN	-11.307213	-11.757502	NaN
AT2G26320.1	GMM:27.3.24	RNA.regulation of transcription.MADS box transcription factor family	-11.578970	-11.955400	-10.478630	-11.582043	-10.584652	-10.752799	-8.836218	-11.459799	-10.493885	-8.440992	-11.440477	-11.442465	-11.312298	-10.047276	-10.279747	-11.452745	-10.107802	-11.527647	-11.678528	-11.983598	-11.830120	-11.902563	-3.849545	-10.868434	-10.616263	-11.056861	-12.053163	NaN	-11.776180	-11.688218	-11.504096	-10.355420	-11.437352	-11.632544	-12.078753	-12.049779	-11.716823	-11.024551	-11.960995	-11.186901	-10.405323	-10.869915	-11.999492	-10.741471	-12.317984
AT2G26420.1	GMM:30.4.1	signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase	0.248150	0.301545	-0.176490	-0.249314	-0.160761	-0.337655	-0.016513	-0.262396	-0.192462	0.188034	0.194555	0.140377	0.173774	0.291040	-0.162284	0.008382	-0.472690	0.300386	0.093206	0.167046	0.292369	-0.485970	0.076065	0.189621	-0.131124	0.184225	0.355024	0.350999	-0.157262	0.042156	0.248535	0.211387	-0.079746	0.346337	0.534588	0.543806	0.181183	0.030205	-0.242123	0.560997	-0.010850	0.276566	0.503856	0.462631	0.213291
AT2G26450.1	GMM:10.8.1	cell wall.pectinesterases.PME	NaN	3.174138	-8.678537	NaN	NaN	NaN	NaN	3.921468	3.989979	NaN	NaN	NaN	2.886177	NaN	NaN	NaN	3.359261	2.920918	NaN	2.350747	NaN	NaN	NaN	NaN	2.914915	3.637492	NaN	NaN	NaN	3.492547	NaN	NaN	-9.102611	3.620750	NaN	3.053193	NaN	NaN	2.299069	3.061711	NaN	NaN	NaN	NaN	NaN
AT2G26640.1	GMM:11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	-9.543382	NaN	4.628264	NaN	NaN	NaN	NaN	NaN	NaN	-7.676926	5.291585	NaN	NaN	NaN	NaN	NaN	4.785825	NaN	NaN	4.117807	NaN	-9.049474	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.952001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.570821	-7.453532	4.467077	NaN	-0.646850	NaN	NaN
AT2G26865.1			NaN	NaN	1.524083	NaN	2.159088	2.499475	-0.153700	2.325445	NaN	NaN	NaN	NaN	NaN	-8.644586	2.591767	NaN	NaN	1.540259	NaN	0.209230	2.048395	NaN	1.483983	NaN	NaN	1.922464	1.986428	NaN	NaN	NaN	NaN	2.032983	1.387719	0.667158	2.573668	2.053842	NaN	NaN	2.133607	NaN	NaN	1.858306	NaN	1.951231	NaN
AT2G27020.1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom	-0.603770	0.095539	-0.815257	-0.541333	-0.718851	-0.018277	-0.464191	-0.660574	-0.824867	-0.134294	-0.448843	-0.536968	-0.109858	-0.762343	0.074015	-0.841755	-0.369817	0.121185	-0.040529	-0.479997	-0.627028	-0.067911	-0.698145	-0.824770	0.424744	-0.903207	0.567946	-0.082397	-0.544256	-0.562103	-0.190684	-0.834394	-0.713241	0.147048	-0.687675	0.223540	-0.035323	-0.409727	-9.572401	-0.429476	-0.875748	-0.543971	0.075908	0.258654	-0.587041
AT2G27040.1	GMM:27.3.36	RNA.regulation of transcription.argonaute transcription factor family	NaN	-10.850641	-11.365063	-8.370854	NaN	-11.217188	-10.542046	-10.630031	-9.319872	NaN	-10.399702	-11.045828	NaN	-10.459183	-11.056017	NaN	-10.480262	-10.911191	NaN	-11.030292	-11.193504	NaN	-10.341845	-11.324571	NaN	-10.852441	-11.361541	NaN	-10.809384	-10.707180	NaN	-10.352788	-11.175579	NaN	-10.841872	-11.353307	NaN	-10.790942	-11.102216	NaN	-10.908399	-11.749828	NaN	-2.760118	-11.074530
AT2G27140.1	GMM:20.2.1	stress.abiotic.heat	-10.051628	-9.806412	-11.532812	-11.135900	-3.704612	-9.373893	-11.406161	-9.532120	-11.362075	-11.531206	-9.834599	-11.238835	-11.127896	-9.690529	-11.412082	-11.294986	-3.984502	-11.186614	-9.716314	-11.617353	-11.520693	-3.994263	-4.607686	-11.191669	-9.695065	-11.171451	-10.571372	-9.875089	-11.301641	-10.983057	-10.531261	-10.659531	-10.554024	-4.071681	-11.089154	-11.024589	NaN	-10.270572	-9.822163	-9.792414	-10.572087	-9.930653	-9.858614	-11.207263	-11.009771
AT2G27150.1	GMM:17.1.1.1.12	hormone metabolism.abscisic acid.synthesis-degradation.synthesis.abscisic aldehyde oxidase	NaN	-8.770739	NaN	-8.192353	NaN	NaN	-8.222782	NaN	-7.574432	NaN	NaN	-8.116872	NaN	-10.955538	-8.839428	-11.254172	-7.623567	-9.894730	NaN	-11.085035	NaN	NaN	-7.709804	NaN	-11.268775	NaN	NaN	-8.853436	NaN	-9.369617	NaN	NaN	NaN	-9.087066	-9.903973	-8.408736	-6.250687	NaN	NaN	-11.038450	NaN	-8.472602	NaN	0.492796	NaN
