Protein	MapManNumer	Description	NA_1_1	NA_1_2	NA_1_3	NA_2_1	NA_2_2	NA_2_3	NA_3_1	NA_3_2	NA_3_3	CA_1_1	CA_1_2	CA_1_3	CA_2_1	CA_2_2	CA_2_3	CA_3_1	CA_3_2	CA_3_3	DA6_1_1	DA6_1_2	DA6_1_3	DA6_2_1	DA6_2_2	DA6_2_3	DA6_3_1	DA6_3_2	DA6_3_3	DA12_1_1	DA12_1_2	DA12_1_3	DA12_2_1	DA12_2_2	DA12_2_3	DA12_3_1	DA12_3_2	DA12_3_3	DA24_1_1	DA24_1_2	DA24_1_3	DA24_2_1	DA24_2_2	DA24_2_3	DA24_3_1	DA24_3_2	DA24_3_3
AT1G11860.1	GMM:13.2.5.2;GMM:1.2.4.2	amino acid metabolism.degradation.serine-glycine-cysteine group.glycine;PS.photorespiration.glycine cleavage.T subunit	-0.120894	-0.173726	-0.174528	-0.047736	-0.030035	-0.064349	-0.165479	-0.168634	-0.196127	-0.419473	-0.500171	-0.496058	-0.359892	-0.346438	-0.070224	-0.363863	-0.371367	-0.347656	-0.191048	-0.223872	-0.149413	-0.256269	-0.195892	-0.152711	-0.112334	-0.134976	-0.249659	-0.379032	-0.365430	-0.362343	-0.211891	-0.220556	-0.246942	-0.108207	-0.177877	0.022835	0.088567	0.063397	0.052819	0.155692	0.197174	0.257604	0.113808	0.210452	0.237303
AT1G11900.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	NaN	NaN	NaN	NaN	NaN	1.593890	NaN	NaN	2.268721	NaN	NaN	3.025302	2.337979	NaN	1.593890	NaN	1.937309	2.001806	NaN	3.147675	NaN	2.570822	2.432345	0.056367	1.842866	NaN	NaN	NaN	NaN	NaN	NaN	1.860390	1.959713	NaN	NaN	1.853971	NaN	NaN	3.018028	2.462477	2.571233	-0.130050	NaN	NaN	NaN
AT1G11910.1	GMM:29.5.4	protein.degradation.aspartate protease	-0.103814	-0.036137	0.004362	0.092983	-0.267983	-0.052521	-0.277511	-0.439904	-0.201321	-0.287781	-0.314797	-0.301992	-0.222039	-0.247973	-0.232100	-0.144161	-0.211449	-0.218523	0.140004	0.051822	0.163017	-0.082819	-0.000797	-0.014100	0.033933	0.149597	-0.080274	-0.063766	-0.120756	-0.195694	-0.069897	0.010479	0.076563	0.141122	0.208215	0.075001	0.092101	-0.056122	-0.015407	0.210222	0.256701	0.221479	0.484413	0.358444	0.224111
AT1G11950.1	GMM:27.3.57	RNA.regulation of transcription.JUMONJI family	NaN	2.023514	1.383534	NaN	NaN	2.145629	NaN	NaN	2.279306	NaN	NaN	1.418977	NaN	1.507041	2.145629	1.931966	1.319879	NaN	NaN	0.895100	1.303395	NaN	NaN	2.155987	1.915677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.357594	1.827730	NaN
AT1G12000.1	GMM:4.1.5	glycolysis.cytosolic branch.pyrophosphate-fructose-6-P phosphotransferase	-0.461927	-0.006647	0.464406	-0.473696	0.069690	0.149297	-0.620297	NaN	1.093783	-0.013274	0.401033	-0.036736	NaN	0.458718	0.149297	0.037574	0.933570	-0.541502	-0.344461	-0.066603	0.065085	-0.021633	0.090008	-0.089258	0.259075	-0.378289	-0.466419	0.249585	0.166462	-0.143141	-0.086040	-0.009281	-0.003952	-0.018512	-0.112936	-0.461447	0.492948	-0.015714	0.491075	0.022102	-0.108924	-0.028483	0.238478	0.218215	-0.384626
AT1G12010.1	GMM:17.5.1.2	hormone metabolism.ethylene.synthesis-degradation.1-aminocyclopropane-1-carboxylate oxidase	-0.123971	NaN	0.144556	-0.235493	1.188329	NaN	0.612253	NaN	NaN	-0.495204	NaN	NaN	-0.590076	NaN	NaN	-0.915581	NaN	NaN	0.185896	-0.294698	NaN	-0.252097	NaN	NaN	-0.194367	NaN	NaN	-0.538731	NaN	NaN	-0.180414	NaN	NaN	0.477372	NaN	NaN	0.108948	NaN	NaN	0.226203	NaN	NaN	0.009452	NaN	NaN
AT1G12230.1	GMM:7.2.2	OPP.non-reductive PP.transaldolase	-0.339860	-0.096894	-0.243870	0.203947	0.532032	-0.026296	NaN	0.001283	-0.080998	-0.623416	-0.008904	-0.445490	-0.039934	-0.025483	-0.026296	NaN	-0.543667	-0.120464	-0.794661	-0.407667	-0.265072	0.275019	-0.339259	-0.116742	-0.214408	-0.431216	-0.597666	-0.147646	-0.682059	0.106108	-0.387685	-0.318220	0.161368	0.402760	-0.088773	-0.088529	0.097926	0.126705	-0.063316	0.230305	0.085013	0.143542	NaN	-0.090365	0.377149
AT1G12310.1	GMM:29.4	protein.postranslational modification	0.110487	0.092686	-0.053798	0.120157	0.181881	-0.186392	0.106236	0.065459	0.128546	NaN	-0.088672	-0.337961	-0.146070	-0.604657	-0.374053	-0.207318	-0.256727	0.018678	-1.096276	0.067972	-0.256434	-0.100489	-0.055481	0.078999	0.134001	-0.160474	0.193422	0.134066	0.086932	-0.095685	-0.247051	0.080465	-0.245134	0.100695	0.375429	0.006930	0.061624	-0.006740	0.166710	0.157124	0.032673	0.425992	-0.034158	0.282190	0.344575
AT1G12350.1	GMM:18.4.6	Co-factor and vitamine metabolism.pantothenate.phosphopantothenoylcysteine synthetase (PPCS)	-0.969366	-0.709477	NaN	-0.886482	-0.058920	-0.282548	NaN	-0.670832	NaN	-1.382628	-1.303590	NaN	-0.461243	-0.734307	-0.166227	-0.952452	-0.605236	-0.645941	-0.222833	-1.442312	-0.952158	-0.338404	NaN	-0.693897	-0.464444	NaN	0.016132	-0.519433	-0.800154	-0.654995	-0.718566	NaN	-0.709969	-1.033830	NaN	-0.597675	-0.409743	-0.327221	0.036321	-0.366482	-0.639098	NaN	-0.508164	-0.515586	-0.790099
AT1G12410.1	GMM:29.5.5	protein.degradation.serine protease	NaN	-0.273578	0.026834	-0.276914	-0.194799	-0.170517	-0.624125	-0.134840	-0.092734	-2.325350	-0.110438	-0.204985	0.239247	-0.635100	-0.032601	-0.263072	0.200249	-0.226988	-0.125617	-0.275868	0.033033	-0.218837	0.505974	-0.089643	0.067195	0.516029	-2.512626	-0.490617	0.307154	-0.345237	0.085250	-0.039828	-0.069004	0.219195	0.179123	0.246848	0.424441	0.065268	0.295180	0.124995	0.819224	0.111085	0.367880	0.000923	0.069455
AT1G12450.1			-2.393656	-2.707226	-2.258218	-2.073804	-2.272319	NaN	-2.511844	-2.380787	-2.872947	-2.627178	-2.537776	NaN	-2.195731	NaN	-2.702268	-2.530519	-2.363337	-2.118264	-2.054037	-2.211412	-2.198030	-1.976763	NaN	NaN	-2.241622	NaN	NaN	NaN	-2.225481	-2.320579	-2.215890	-2.176802	-2.639017	-2.013537	-3.441585	NaN	-2.362805	-2.093827	-1.888995	-1.500567	-1.739353	-2.099759	-1.785106	-1.849791	-1.803985
AT1G12620.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	NaN	-2.982139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.664814	NaN	NaN	-3.653461	NaN	-3.212573	NaN	NaN	NaN	0.098401	-3.362921	-3.627664	-3.593054	NaN	NaN	NaN	NaN	NaN	NaN	-2.840920	-2.634671	NaN	NaN	NaN	NaN	-2.139290	-1.368912	NaN	NaN	-2.906928	NaN	NaN
AT1G12740.1	GMM:26.10	misc.cytochrome P450	2.836364	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.250307	NaN	2.231045	NaN	NaN	NaN	NaN	3.097694	2.233970	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.761340	NaN	NaN	2.896238	2.853997	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.282857	NaN	NaN	NaN	NaN	NaN	NaN
AT1G12840.1	GMM:34.1	transport.p- and v-ATPases	-0.201604	-0.089541	0.342547	-0.055481	-0.149287	-0.374464	-0.270670	-0.262640	-0.189136	-0.328616	-0.266821	-0.514320	-0.242371	-0.108338	-0.016037	0.088292	-0.135038	-0.044852	0.106993	0.037528	-0.064648	-0.558777	0.155463	-0.036909	-0.132503	-0.344968	-0.398862	0.142725	-0.166634	-0.040159	-0.142999	-0.231577	0.139070	0.098513	-0.249632	-0.023393	0.424195	-0.122981	0.168789	0.521918	0.022183	0.153176	0.296754	0.140632	0.188147
AT1G12900.1	GMM:1.3.4	PS.calvin cycle.GAP	-0.109062	-0.149567	-0.131070	0.003074	0.094605	0.069080	0.000780	-0.100348	-0.067610	-0.596401	-0.458007	-0.495967	-0.293986	-0.292214	0.067397	-0.354628	-0.389244	-0.379723	-0.117116	-0.245169	-0.142004	-0.033367	-0.060021	-0.076140	-0.155019	-0.096936	-0.199386	-0.366051	-0.305325	-0.370798	-0.285658	-0.249461	-0.201641	-0.119585	-0.124487	0.040821	-0.013922	0.158776	0.167475	0.224805	0.219056	0.204526	0.268049	0.281818	0.267632
AT1G12950.1	GMM:34.99	transport.misc	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G13040.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	NaN	-0.315404	-0.312965	NaN	0.136521	0.170269	-0.112923	-0.064019	-0.115464	-0.367917	-0.372340	-0.289823	-0.401003	-0.398921	NaN	-0.298500	-0.272297	-0.299667	-0.173336	-0.095609	-0.121275	0.074897	0.013420	0.025123	0.051541	0.144913	0.078865	NaN	-0.211814	-0.160375	NaN	0.033824	NaN	-0.014821	-0.088309	-0.120247	-0.382707	-0.219964	-0.279003	-0.348610	-0.352118	-0.426211	-0.065932	-0.222500	-0.000780
AT1G13220.2	GMM:35.1	not assigned.no ontology	2.711412	NaN	NaN	2.106006	NaN	-4.264532	1.131240	1.963915	2.390662	NaN	NaN	-1.295949	-0.834710	-4.100318	-4.982364	NaN	0.011271	-1.722155	NaN	NaN	1.499724	2.320078	NaN	-1.507928	-3.737490	NaN	-0.603590	NaN	2.615342	0.987266	NaN	-3.319816	NaN	NaN	-5.066833	-3.977988	-1.500145	1.968848	2.035689	1.872964	NaN	NaN	NaN	-5.145427	-4.493099
AT1G13280.1	GMM:17.7.1.4	hormone metabolism.jasmonate.synthesis-degradation.allene oxidase cyclase	NaN	-0.183284	-0.135774	NaN	0.045031	0.052579	NaN	-0.112087	0.077313	NaN	0.076148	0.158169	NaN	-0.058746	-0.263245	-0.432675	0.349567	-0.223463	NaN	0.341820	-0.152850	NaN	-0.439733	0.121598	0.154956	-0.031322	-0.156945	NaN	-0.777215	-0.378380	NaN	0.135449	-0.192133	NaN	0.312840	0.038260	-1.952513	-0.252052	-0.056846	NaN	0.212038	0.225207	0.142640	0.928096	0.574417
AT1G13350.1	GMM:29.4	protein.postranslational modification	NaN	-2.073105	0.206072	-0.113165	0.194282	0.019577	-0.083966	-0.015782	0.225509	NaN	-0.027654	-2.560030	-0.268360	-0.204501	0.019577	0.015836	-0.231487	0.244118	0.051807	0.013043	-0.170065	0.301399	0.197991	0.628545	0.101481	-0.227603	-0.000528	-1.982425	0.221449	-0.051105	0.087726	-0.039358	0.376210	-0.087799	-0.052551	0.344636	NaN	0.286622	0.414778	0.135910	0.508060	NaN	0.439803	0.326848	0.372513
AT1G13440.1	GMM:4.1.8	glycolysis.cytosolic branch.glyceraldehyde 3-phosphate dehydrogenase (GAP-DH)	-0.099057	-0.028991	0.026803	-0.005219	-0.033708	-0.023687	-0.206654	-0.168630	-0.189876	-0.198953	-0.255151	-0.268573	-0.255876	-0.339837	-0.119531	-0.165616	-0.120510	-0.206337	-0.134479	-0.070270	-0.106123	-0.038360	-0.061693	-0.048771	-0.111544	-0.008181	-0.109871	-0.151612	-0.132812	-0.154658	-0.182334	-0.218594	-0.170576	0.116748	0.160270	0.110727	0.210457	0.129137	0.135814	0.321297	0.376611	0.396708	0.371088	0.376375	0.395133
AT1G13550.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G13610.1			-0.118718	-0.127003	-0.191906	-0.396741	-0.562925	-0.219720	-0.184810	-0.439408	-0.428063	-0.036170	-0.429747	-0.406043	-0.215266	-0.183018	-0.136807	-0.046898	-0.147742	0.143539	-0.002477	0.075683	0.075120	0.165358	0.190830	-0.272124	-0.020652	-0.201777	-0.150599	-0.447562	-0.061598	-0.322870	-0.271350	-0.153446	-0.383579	0.103173	0.257799	0.249311	-0.072221	-0.061052	0.150056	0.207488	0.363251	0.046278	0.519917	0.311769	0.436872
AT1G13650.1	GMM:35.2	not assigned.unknown	-0.052217	-0.001281	-0.066290	0.021203	-0.130440	-0.085274	-0.550597	-0.458246	0.014975	-0.198500	-0.162124	-0.140472	-0.510703	-0.263559	-0.085274	-0.216124	0.104128	-0.255380	-0.318693	-0.320029	-0.028166	0.263188	-0.070247	0.044946	-0.225982	-0.213286	-0.054854	-0.407601	-0.135835	-0.500469	-0.273201	-0.235791	-0.608820	0.226656	-0.135824	0.212469	0.218002	-0.154563	-0.084912	-0.119815	0.098201	0.128914	0.135489	0.338029	0.224282
AT1G13750.1	GMM:26.13	misc.acid and other phosphatases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.022692	NaN	NaN	NaN	NaN	4.184593	NaN	NaN	NaN	NaN	NaN	0.335752	NaN	NaN	NaN	NaN	NaN	3.054505	NaN	NaN	-1.119136	4.702256	NaN	NaN	4.610683	NaN	NaN	NaN	NaN	NaN	NaN	7.722749	NaN	NaN	NaN
AT1G13930.1	GMM:20.2.3	stress.abiotic.drought/salt	-0.499585	-0.341385	-0.418539	-0.209780	-0.313686	-0.312765	-0.485617	-0.409336	-0.369929	-0.122733	-0.051410	-0.085284	-0.034726	-0.054016	-0.312765	-0.032799	-0.059449	0.002485	0.054867	-0.029273	0.043007	0.075763	0.075199	0.032095	-0.065046	-0.048081	0.081245	-0.168500	-0.203285	-0.125922	-0.230422	-0.180498	-0.164957	-0.014500	0.055880	0.015790	-0.191725	-0.191279	-0.132617	-0.069661	0.057415	-0.011496	0.048669	-0.019877	-0.125836
AT1G14185.1			NaN	-3.810863	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.381850	NaN	-4.322033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.979559	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G14320.1	GMM:29.2.1.2.2.10	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L10	-0.125405	0.058464	-0.219246	-0.031046	-0.016747	-0.083378	-0.271841	-0.063676	-0.312974	-0.394626	-0.550943	-0.595049	-0.392260	-0.326568	-0.083378	-0.066058	-0.350203	-0.414993	-0.294425	-0.229446	-0.074912	0.107298	0.051885	-0.181992	-0.102835	-0.053877	-0.189885	-0.252824	-0.276463	-0.215660	-0.292843	-0.380678	-0.329547	-0.100058	-0.103147	-0.300819	-0.110867	0.059787	-0.070269	-0.131457	0.085448	-0.148342	0.208588	0.023158	0.186224
AT1G14330.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	NaN	NaN	NaN	NaN	1.685795	1.729544	NaN	4.101105	2.208848	NaN	NaN	1.285503	NaN	NaN	1.729544	NaN	NaN	NaN	-0.302932	NaN	NaN	NaN	NaN	1.235606	NaN	NaN	1.212035	NaN	NaN	NaN	NaN	1.869652	NaN	NaN	NaN	1.209289	NaN	NaN	1.991258	NaN	1.743153	NaN	NaN	2.137056	1.238108
AT1G14345.1			NaN	NaN	NaN	NaN	2.498019	NaN	NaN	2.845794	NaN	NaN	2.445049	NaN	NaN	2.433884	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.495521	2.670833	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.990390	NaN	NaN	NaN	NaN	NaN	3.436422	NaN	3.297492	NaN	NaN	NaN	NaN
AT1G14470.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	NaN	NaN	NaN	-1.412388	NaN	NaN	-2.008127	NaN	-1.862245	-1.916522	-2.935428	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.616327	NaN	NaN	NaN	NaN	-2.414262	NaN	NaN	NaN	NaN	NaN	-2.145870	NaN	NaN	NaN	-1.661289	-1.971192	-2.422239	0.974287	-2.580908	-2.048644	NaN	NaN	NaN	NaN	NaN
AT1G14520.1	GMM:3.4.4	minor CHO metabolism.myo-inositol.myo-inositol oxygenases	0.605376	-0.151427	0.051474	0.169985	0.004814	-0.107076	-0.123920	-0.195866	-0.551586	NaN	-0.221087	-0.495521	-0.148670	-0.144190	-0.375869	-0.172084	0.170066	-0.338562	-0.405490	0.135779	0.004999	0.106934	0.124321	0.215520	-0.464555	0.143859	-0.108184	-0.463545	-0.110335	-0.159731	-0.128288	-0.659060	-0.191301	0.429090	0.244147	-0.003820	NaN	0.005194	0.451212	0.203447	0.241308	0.279097	-0.114813	-0.264713	0.076555
AT1G14580.1	GMM:27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	NaN	NaN	NaN	1.636832	NaN	2.217761	NaN	2.857446	NaN	NaN	3.121892	NaN	NaN	NaN	2.217761	NaN	1.802375	2.408441	2.169588	2.642276	NaN	3.546617	NaN	2.101622	NaN	NaN	NaN	2.711415	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.605239	3.013611	NaN	NaN	NaN
AT1G14660.1	GMM:34.14	transport.unspecified cations	1.301479	NaN	1.793350	NaN	NaN	NaN	1.535308	1.277865	NaN	NaN	NaN	NaN	NaN	2.270573	NaN	NaN	NaN	1.175470	NaN	2.335215	1.936189	NaN	NaN	2.478476	NaN	2.073129	NaN	NaN	1.808666	NaN	NaN	2.269356	1.572593	NaN	2.119651	NaN	NaN	NaN	2.467199	1.843923	NaN	-1.110626	NaN	NaN	NaN
AT1G14780.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G14810.1	GMM:13.1.3.6.1.2	amino acid metabolism.synthesis.aspartate family.misc.homoserine.aspartate semialdehyde dehydrogenase	0.190910	NaN	0.245336	-0.142523	0.308128	0.236971	1.213036	0.017295	0.103092	-0.463619	NaN	-0.145204	-0.611289	0.424718	0.078998	0.171534	0.124702	-0.002738	0.137629	0.240759	-0.107648	-0.079085	0.020122	-0.224486	NaN	0.065612	0.059188	-0.151923	-0.167323	0.058166	-0.514091	0.321706	-0.031291	0.248663	0.140107	-0.659922	0.352085	-0.754857	0.214016	NaN	0.102249	0.242289	NaN	0.450767	0.528682
AT1G14850.1	GMM:29.3.1	protein.targeting.nucleus	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G14970.1	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	NaN	NaN	NaN	NaN	-2.931416	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.961878	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.611477	-2.885079	-2.764912	NaN	NaN	NaN	NaN	NaN	-2.357291	NaN	NaN
AT1G14980.1	GMM:29.6	protein.folding	-0.339137	0.050706	-0.245940	0.069329	0.063392	0.053341	-0.243559	-0.121737	-0.212054	-0.230344	-0.116216	-0.228451	-0.222326	-0.420919	0.053341	-0.075283	-0.095034	-0.462514	0.318524	-0.013803	-0.149405	0.171137	0.018261	0.191716	-0.087909	-0.103617	0.069732	-0.054930	-0.149812	-0.230106	-0.027335	-0.024781	-0.285127	-0.245289	0.205761	0.228929	0.144594	0.088272	0.240111	0.224498	0.410161	0.369039	0.340686	0.156220	0.363554
AT1G15020.1	GMM:21.1.2	redox.thioredoxin.QSOX	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G15060.1	GMM:35.2	not assigned.unknown	NaN	NaN	NaN	NaN	0.167894	NaN	NaN	NaN	NaN	NaN	NaN	-0.206123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.147347	NaN	NaN	-0.220478	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.067099	NaN	NaN	NaN	NaN
AT1G15140.1	GMM:1.1.5.4	PS.lightreaction.other electron carrier (ox/red).ferredoxin oxireductase	NaN	0.051530	-0.250971	NaN	0.249235	-0.037930	-0.014834	-0.066537	0.079055	NaN	-0.614454	-0.659787	NaN	-0.233705	-0.037930	-0.573320	-0.503436	-0.265260	NaN	0.439338	0.311022	NaN	-0.207801	-0.086516	0.146962	-0.017418	-0.051054	NaN	-0.412976	-0.135792	-0.206673	0.014215	-0.622071	-0.619237	-0.031727	-0.003154	NaN	0.612146	-0.199465	0.078812	0.481869	0.092322	0.768395	0.169150	-0.054999
AT1G15340.1	GMM:27.3.59	RNA.regulation of transcription.methyl binding domain proteins	-0.394440	0.026471	0.090054	0.124473	NaN	-0.423418	-0.186151	0.007977	-0.192048	-0.341014	NaN	-0.314950	-0.449516	0.334157	0.427022	NaN	-0.232850	0.162327	-0.668354	-0.651503	0.602959	0.017657	NaN	-0.017951	0.024329	NaN	-0.269048	-0.287952	-0.231931	-0.935782	-0.333365	-0.428196	-0.370707	0.020897	0.106934	NaN	-0.295572	-0.211874	-0.163326	0.889811	0.194742	0.005835	0.166416	-0.435490	0.510398
AT1G15400.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.634953	NaN	NaN	NaN
AT1G15480.1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	-0.651495	NaN	-0.074377	-0.253438	0.220567	NaN	-0.106867	-0.083698	0.454435	-0.354408	-0.439040	-0.439612	0.101706	0.478343	NaN	-0.384935	-0.308891	-0.179191	0.051745	-0.030328	-0.246277	0.028308	0.222818	0.354366	-0.361021	0.208382	NaN	-0.224276	-0.011622	-0.506563	-0.230820	0.018674	NaN	0.235372	-0.181323	NaN	0.047688	0.104430	0.125579	0.341088	0.232381	0.290042	0.466796	-0.299122	NaN
AT1G15660.1	GMM:31.2	cell.division	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.219463	1.130948	NaN	NaN	1.099043	NaN	0.805899	NaN	NaN	NaN	1.428935	NaN	NaN	NaN	NaN	0.985657	1.683794	NaN	NaN	1.182854	NaN	1.081654	1.906887	NaN	1.354012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.751945	NaN	NaN	NaN
AT1G15690.1	GMM:34.30	transport.H+ transporting pyrophosphatase	-0.246465	-0.456642	-0.214178	-0.155251	-0.228317	-0.153011	-0.523685	-0.334429	-0.390292	-0.239774	-0.173557	-0.231451	-0.310455	-0.231796	-0.037986	-0.391352	-0.317708	-0.235064	-0.142521	-0.145882	-0.036338	-0.019378	-0.062758	-0.023236	-0.115593	-0.085414	0.181480	-0.395877	-0.198070	-0.361587	-0.122644	-0.168418	-0.192496	-0.151154	-0.025432	0.080333	-0.017429	0.157581	0.031157	0.103917	0.099617	0.062200	0.032216	0.178870	-0.148991
AT1G15770.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G15820.1	GMM:1.1.1.1	PS.lightreaction.photosystem II.LHC-II	-0.265110	-0.354911	-0.273756	-0.043430	-0.205282	-0.004872	0.002349	-0.295362	-0.361836	0.124458	0.026205	0.053889	-0.392600	-0.318770	-0.060152	-0.229449	-0.232789	-0.229967	-0.260402	-0.249857	-0.158501	0.394629	0.246467	0.317609	0.196649	0.012218	0.068071	-0.234817	-0.235288	-0.162455	0.373931	0.377818	0.216577	0.006055	-0.073886	-0.226287	-0.287140	-0.219481	-0.231811	-0.295675	-0.391114	-0.571956	-0.329524	-0.138522	-0.073242
AT1G15830.1	GMM:35.2	not assigned.unknown	NaN	NaN	NaN	NaN	3.514580	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.591463	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G15930.1	GMM:29.2.1.2.1.12	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S12	-0.072606	0.014739	-0.011261	-0.110735	-0.119208	-0.055486	-0.221865	-0.251756	-0.197907	-0.269030	-0.279143	-0.240971	-0.246884	-0.289522	-0.055486	-0.352735	-0.131450	-0.184297	-0.055226	0.127975	-0.084467	-0.042032	0.072455	-0.065636	-0.251322	-0.135720	-0.166792	-0.192867	-0.365025	-0.084441	-0.173662	-0.191114	-0.388878	0.038552	0.067670	-0.014984	0.148347	0.002604	0.135306	0.261656	0.122300	0.147389	0.083593	0.269925	0.250825
AT1G15940.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.802780
AT1G15980.1			NaN	NaN	NaN	NaN	0.596732	0.269234	NaN	-1.249208	0.273407	NaN	NaN	-0.695961	NaN	NaN	-0.390388	NaN	-0.223790	-0.421222	NaN	NaN	NaN	NaN	NaN	-0.146417	NaN	0.145072	0.021659	NaN	NaN	-0.320064	NaN	NaN	0.185687	NaN	-0.480670	-0.104410	NaN	NaN	-0.015635	NaN	0.073724	1.044277	NaN	0.398079	0.089767
