Protein	MapManNumer	Description	NA_1_1	NA_1_2	NA_1_3	NA_2_1	NA_2_2	NA_2_3	NA_3_1	NA_3_2	NA_3_3	CA_1_1	CA_1_2	CA_1_3	CA_2_1	CA_2_2	CA_2_3	CA_3_1	CA_3_2	CA_3_3	DA6_1_1	DA6_1_2	DA6_1_3	DA6_2_1	DA6_2_2	DA6_2_3	DA6_3_1	DA6_3_2	DA6_3_3	DA12_1_1	DA12_1_2	DA12_1_3	DA12_2_1	DA12_2_2	DA12_2_3	DA12_3_1	DA12_3_2	DA12_3_3	DA24_1_1	DA24_1_2	DA24_1_3	DA24_2_1	DA24_2_2	DA24_2_3	DA24_3_1	DA24_3_2	DA24_3_3
AT1G16850.1			-11.276517	-12.203979	-11.115385	-11.236435	-2.027099	-11.373944	-2.087607	-0.165639	-0.195587	0.382307	0.088925	-0.010865	-0.055586	0.470320	-11.373944	0.653646	0.076806	0.838847	0.138134	-0.000336	-0.191354	0.492428	0.491168	0.210809	0.466846	0.306639	0.513846	0.030763	0.397171	-0.012251	0.717144	0.255684	0.641551	0.489751	0.534489	0.417052	0.048799	-0.166356	-0.012320	0.043945	0.178229	0.247932	0.497597	0.629914	0.490259
AT1G16880.1			-0.007394	-0.337801	-0.210414	-6.178009	-0.150160	-0.025029	-0.069844	-0.065602	-0.052149	-6.273588	-0.338705	-0.329741	-1.388064	-0.284998	-0.224211	-0.344646	-0.302135	-0.322621	-10.582925	-0.024867	-0.097963	-1.379551	-0.058211	-0.439187	-0.129762	-0.194100	-0.231646	-4.362088	-0.286452	-0.318901	-0.336105	-0.287617	-0.242032	-0.004683	-0.123028	-0.166636	-0.106451	0.155537	0.014862	0.233473	0.144382	0.090219	0.125458	0.181286	0.309592
AT1G16920.1	GMM:30.5	signalling.G-proteins	-0.134533	-0.459198	-0.112023	-0.122626	-0.440613	-0.121119	-0.385438	-0.179097	-0.101692	-0.738245	0.020606	-0.215853	0.126857	-0.355616	0.079269	0.112011	-0.299698	0.092518	-0.056855	-0.194360	-0.355303	0.104217	0.213128	0.016898	0.072616	-0.214313	-0.225704	-0.164575	0.234604	0.005317	0.217688	-0.111317	-0.232123	0.180020	0.061875	0.271398	0.209490	0.310010	-0.127591	0.151406	0.315894	-0.288937	0.011502	0.567531	0.646967
AT1G17000.1	GMM:3.2.1	minor CHO metabolism.trehalose.TPS	5.855697	5.762752	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.599519	5.120876	NaN	NaN	NaN	NaN	NaN	NaN	5.252210	NaN	NaN	NaN	NaN	NaN	NaN	5.092520	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.025862	5.855700	NaN	NaN	NaN	NaN
AT1G17050.1	GMM:16.1.2.8	secondary metabolism.isoprenoids.mevalonate pathway.geranyl diphosphate synthase	-9.929122	-1.749925	-0.944457	-1.853632	-10.534184	NaN	-10.063528	-0.350014	-10.872710	-11.044568	-10.849839	-8.674806	-1.549946	3.637491	-10.639302	-10.674554	NaN	-11.025964	0.492472	-8.757161	-11.234270	-10.083947	-1.168636	-10.567369	-9.586897	-1.866212	-11.049929	-9.635367	-1.428611	-11.166415	-1.708169	-8.135604	-0.782451	-10.624783	-1.717065	-1.770405	-1.921581	1.688778	-1.618649	-9.092852	-10.190133	-10.385227	-10.883704	-1.707538	-9.293083
AT1G17100.1	GMM:19.99	tetrapyrrole synthesis.unspecified	-9.818599	-0.411400	-3.061518	-5.931993	-0.376725	-4.207129	-0.320732	-0.475086	-0.244057	-0.384340	-0.788480	-6.110382	-0.478185	-0.516273	-0.128389	-0.148468	-0.671164	-4.005392	-0.198807	-0.056520	-0.686728	-0.205404	-0.516771	-8.603558	-0.229708	-0.039509	-3.428353	-0.045012	0.025353	-0.355124	-0.303550	0.287896	0.013704	0.004624	-0.352636	0.224024	0.339656	0.252372	0.296332	0.547128	0.106529	0.390059	0.090148	-0.061805	0.401662
AT1G17140.1	GMM:33.99;GMM:31.4	development.unspecified;cell.vesicle transport	-11.971782	-11.794026	-11.669338	-12.017629	-11.778418	-11.804396	-11.521962	-11.614327	-11.523911	-11.728306	-12.006857	-11.572181	-11.522936	-11.538382	-11.535686	-11.582177	-11.679169	-11.687402	-12.017054	-11.472473	-11.780331	-11.623557	-11.535755	-3.145161	-11.769820	-12.103247	-11.593811	-11.456784	-11.547969	-11.645876	-11.933448	-11.457898	-11.794904	-11.638941	-11.396885	-11.509245	-11.442834	-11.376732	-11.572717	-11.558281	-11.466011	-11.841959	-11.371472	-11.356030	-11.460811
AT1G17180.1	GMM:26.9	misc.glutathione S transferases	-13.971003	NaN	-4.585300	-5.256134	NaN	-4.483157	-14.256662	-4.565016	-9.281313	-5.932290	-4.314043	-4.295603	-10.300596	-4.331925	-4.483157	-14.012213	-3.865966	-4.263512	-14.299149	-4.028392	-3.484952	-13.972132	-3.773620	-4.087234	NaN	-4.152427	NaN	-14.097014	-4.448460	-3.728827	-14.306042	-4.538009	-14.302332	-5.226143	-3.984180	NaN	-10.153043	NaN	-4.021806	-4.262531	-4.291037	NaN	NaN	-9.699132	-3.900805
AT1G17220.1	GMM:29.2.3	protein.synthesis.initiation	-0.390297	0.134692	-5.301751	0.313919	-0.278257	-4.525774	-0.619033	-5.172612	-5.439433	-1.020553	-0.341800	-5.547117	-5.543805	-0.068630	-4.785647	-4.591293	0.221890	-3.750910	0.059453	-0.083205	-4.068617	-5.637291	-5.336480	-5.733213	-4.088251	-5.082418	-5.512311	-5.173420	0.646996	-4.277851	-4.501690	-0.403330	-5.330523	-0.026113	-4.239919	-3.644420	-5.107925	0.228382	-5.194883	-5.483846	-4.245864	-4.648078	0.070179	-5.277910	-5.296723
AT1G17290.1	GMM:13.1.1.3.1	amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine aminotransferase	-0.500521	-6.141454	-0.855222	-1.749781	-1.146030	-6.659503	-0.958639	-1.025287	-5.783443	-5.816233	-1.252229	-1.086722	-0.731347	-0.800274	-1.863440	-5.791037	-2.100838	-1.168696	-0.453913	-0.672979	-1.211729	-6.299460	-6.101012	-6.358978	-0.756495	-1.125198	-1.569319	-2.189427	-1.295141	-1.127564	-1.814796	-6.429302	-1.117118	-5.961930	-0.907442	-1.567990	-0.800961	-0.729052	-1.871888	-6.160646	-0.704597	-0.977219	-1.601749	-0.817890	-6.274659
AT1G17370.1	GMM:27.1.1	RNA.processing.splicing	NaN	0.101001	-0.040203	-0.451426	0.236802	-0.295100	-0.073861	-0.469704	0.156915	NaN	-0.149255	0.235367	-0.632790	-0.237011	-0.034706	-0.107231	-0.357581	-0.500166	NaN	0.172557	0.416177	0.096212	0.148682	-0.419749	-0.138017	0.433932	-0.362074	-10.863039	0.026592	-0.429399	-0.110510	-0.375992	-0.024901	-0.018920	-0.339388	0.072555	-0.188167	0.213363	0.501951	0.241865	-0.071655	-0.281693	-0.043898	0.468094	0.403916
AT1G17400.1	GMM:35.2	not assigned.unknown	-0.385227	-0.200157	-0.225458	0.019590	0.270085	0.312728	-0.075554	-0.202748	-0.166771	-0.825180	-0.709609	-0.814532	-12.694249	-0.362708	-0.085450	-0.957260	-0.826482	-0.837069	-0.533804	-0.876558	-0.780368	-0.260102	-0.376589	-0.086248	-0.298808	-0.245901	-0.083209	-0.558864	-0.385577	-0.622960	-0.575281	-0.578573	-0.388108	-1.372193	-1.232293	-1.212635	-0.972286	-1.148520	-0.589523	-2.029497	-1.838501	-1.670434	-2.094971	-1.684225	-1.879154
AT1G17420.1	GMM:17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	-2.464825	-2.745524	-2.183935	-2.629485	-2.593887	-1.808361	-2.974817	NaN	-1.995857	-12.578855	1.592565	3.624628	-12.294669	NaN	-1.788474	-2.681046	NaN	-1.752463	NaN	-1.738576	-1.567142	-3.123602	1.208616	-1.621487	-3.267532	-1.549549	-3.037331	-3.098584	-12.396487	-12.257412	-2.169435	NaN	-1.941475	-12.425633	-12.521337	-1.716941	NaN	-1.761835	-1.689655	-1.071519	NaN	-1.151369	-12.032965	-3.356371	-12.385528
AT1G17580.1	GMM:31.1	cell.organisation	NaN	NaN	-11.381643	NaN	NaN	NaN	NaN	-11.496550	-11.320738	NaN	NaN	-11.589762	NaN	NaN	-11.639059	NaN	-11.536043	-11.351160	NaN	NaN	-11.342500	NaN	NaN	-10.974377	NaN	-11.517946	-11.456281	NaN	-11.496331	-8.347937	NaN	NaN	-11.510660	NaN	-11.069255	-11.519865	NaN	NaN	NaN	NaN	-11.147878	-11.529073	NaN	NaN	-11.296130
AT1G17630.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	-11.779608	-11.708146	-1.745061	-11.816109	-1.878771	-11.948025	-1.971872	-2.438552	-12.130302	-12.187714	-11.897027	-2.006451	-12.110906	-11.824395	-11.898648	-1.858253	-11.862366	-2.246522	-1.893854	-2.138564	-2.141336	-11.564380	-1.703057	-1.791012	-1.969383	-1.786135	-1.676466	-11.894672	-1.732338	-2.270838	-2.486005	-1.704916	-2.115411	-2.020542	-11.891182	-11.839177	-11.907620	-1.510087	-1.939333	-11.596267	-1.293267	-11.588916	-11.545988	-11.460998	-11.916540
AT1G17780.2	GMM:35.2	not assigned.unknown	-0.152355	-0.862652	-0.500260	-0.323146	-1.094688	-0.591543	-1.374225	-1.130460	-11.234930	-0.276838	-0.633779	-0.415220	-0.361135	-0.491202	-0.266610	-0.499890	-0.767653	-0.248742	-0.086234	-0.153153	-0.199963	-0.547079	0.253047	-0.039493	0.073129	0.295459	0.291750	0.084461	-0.207062	-0.408819	0.239034	0.338798	-0.175958	0.327510	-0.008964	0.121157	0.247181	0.216224	0.417566	0.017056	0.385877	0.095480	0.803539	0.302602	0.309838
AT1G17880.1	GMM:27.3.50	RNA.regulation of transcription.general transcription	-5.451467	-5.331221	-0.168480	-0.033564	-5.902199	-8.734899	-0.591942	0.083101	-0.956047	-0.418293	-0.057375	-6.115207	-0.107806	-0.282609	0.038591	-5.989452	-0.215013	-0.032057	-0.756843	-0.418824	-0.138366	-4.751212	-6.101342	-5.421308	-5.613008	-0.094779	-0.072718	-5.498734	-5.943123	-0.304737	-0.471408	-5.301318	-9.265049	-5.716047	-0.069306	-10.436796	-3.897230	-0.086014	-4.625636	0.407860	-5.238496	-5.093719	0.271809	0.010812	-5.720533
AT1G18070.1	GMM:30.5	signalling.G-proteins	0.283596	-0.533115	-0.122329	-0.543291	-0.101995	-0.242956	-0.390743	-0.460582	-0.808478	-0.193140	-0.294833	-0.578553	-0.351845	-0.293256	-0.533900	-0.392304	-0.320077	-0.203523	-0.699957	0.165903	-0.274508	-0.148074	-0.035223	-0.326650	-0.157940	-0.060873	0.139630	-0.575346	-0.436178	-0.059064	-0.078142	-0.411517	-0.362673	0.180906	-0.132178	-0.014618	0.002203	0.250183	-0.059518	-0.112625	0.206824	0.250440	0.300012	0.054842	-0.225908
AT1G18080.1	GMM:33.99	development.unspecified	-0.048997	-0.030889	-0.092440	-0.238752	0.035651	-0.163093	-0.238558	-0.246538	-0.468521	-0.493145	-0.255470	-0.251886	-0.306661	-0.345739	-0.163093	-0.238792	-0.139033	-0.209694	-0.071330	-0.226143	-0.083574	-0.141090	-0.062574	-0.070173	-0.077332	-0.032239	-0.145506	-0.226885	-0.216990	-0.169987	-0.150488	-0.228101	-0.253071	0.083389	0.030790	0.029312	0.095775	-0.006229	0.110030	0.244880	0.212153	0.184620	0.261350	0.237873	0.196877
AT1G18160.1	GMM:30.6	signalling.MAP kinases	NaN	-0.365285	-0.530487	NaN	-0.156869	0.054187	-0.368321	-0.741047	-0.425529	-3.323466	-1.102945	-0.619184	-12.452973	-0.707055	-0.609590	-0.725479	-0.461769	-0.354866	NaN	-0.854265	-0.698974	-2.330952	-0.617143	-0.267161	-0.632431	-1.904241	-0.659194	-2.942323	-0.465373	-0.652065	-0.249231	-0.271095	0.017607	-0.233745	-0.265413	-0.276986	-0.067691	-0.090617	0.061070	-0.293816	-0.248877	-0.550111	0.185421	0.085780	0.131884
AT1G18210.1	GMM:30.3	signalling.calcium	NaN	0.100838	0.167371	-0.086937	-0.292274	-0.128837	-0.003940	-0.166872	-0.012693	NaN	-0.055159	-0.414127	-0.512512	0.015942	-0.128837	-0.195526	-0.331940	0.147518	NaN	0.163866	-0.107965	NaN	-0.002614	0.002052	NaN	0.082003	-0.159270	-10.247487	-0.277263	-0.336910	-0.653563	0.140389	-0.074664	-0.573891	-0.012632	0.157280	NaN	0.205918	0.163396	-0.889983	0.101650	0.109916	-10.297237	0.166601	0.331655
AT1G18265.1			-0.204458	-0.238455	-2.830524	-0.287974	-0.311625	-0.006530	-0.499295	-0.352016	-0.353669	-0.261492	-0.215540	-0.301786	-0.228248	-0.276708	-0.359636	-0.241176	-0.265724	-0.562929	-0.139763	-0.117124	-0.040248	0.070357	-0.164242	-0.099891	-0.131152	-3.260276	-0.692275	-0.270942	-0.115430	-0.084070	-0.155671	-0.195635	-13.769051	0.076528	0.047494	-0.768014	-0.052992	0.105694	-0.146847	0.202329	0.308901	NaN	0.320563	0.336309	0.170829
AT1G18300.1	GMM:23.3.3	nucleotide metabolism.salvage.NUDIX hydrolases	-10.372251	-13.151526	NaN	-13.149922	NaN	-0.625781	-12.988852	NaN	-13.549893	NaN	-13.272502	-13.270414	-13.209946	-12.966276	-13.476010	-12.992495	-4.152845	-0.969293	NaN	-13.173780	-0.473143	-13.137917	NaN	-0.309522	-13.261721	-0.534536	-0.525336	-12.915297	NaN	-0.465000	-12.989569	NaN	-0.879289	NaN	NaN	-0.795099	-13.222145	-13.324176	-0.639980	-13.271510	NaN	-0.421459	-13.038948	-0.366783	-0.761458
AT1G18370.1	GMM:31.1	cell.organisation	-4.542853	-12.806262	-5.261162	-12.834607	-12.496197	NaN	NaN	-12.781557	-12.546269	-12.670796	-12.617278	NaN	-12.840260	-12.688121	-12.666286	NaN	-12.552674	-12.754035	-12.900742	-12.933040	-12.663773	-13.004969	-12.696637	-12.488278	-12.759714	-12.792526	-12.658386	-12.860976	-12.689512	NaN	-12.746118	-12.554195	-9.722172	-9.693311	-12.385491	-12.267481	-12.323322	-12.186808	-12.283175	-4.528711	-12.146913	-12.403688	-12.496523	-12.225559	-12.474089
AT1G18410.1	GMM:31.1	cell.organisation	0.321179	-0.100898	0.251504	0.427603	-0.053854	-0.395313	0.898885	0.070939	-0.506069	-0.737136	NaN	-1.331006	-1.609095	-0.124610	-0.395313	-0.036008	-0.687350	-0.594054	0.242005	NaN	-1.030496	0.376074	-0.994690	-1.138569	-0.292567	-0.950913	0.012722	-0.504895	-0.887180	NaN	-0.334546	-1.039822	-0.208002	-0.641178	-0.482741	0.307280	0.335698	0.259859	-0.859692	0.333091	0.074444	-0.149568	-0.616612	-1.255410	-0.548855
AT1G18450.1	GMM:31.1	cell.organisation	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G18500.1	GMM:13.1.4.4.1	amino acid metabolism.synthesis.branched chain group.leucine specific.2-isopropylmalate synthase	-9.645933	0.539706	NaN	-0.380307	-0.496330	NaN	NaN	0.558464	NaN	-10.033791	-0.285769	NaN	-9.781958	-9.582037	NaN	-0.999693	NaN	0.955169	NaN	NaN	NaN	0.031322	NaN	NaN	-0.136758	NaN	NaN	NaN	0.315654	NaN	0.321022	NaN	NaN	-0.319318	NaN	NaN	-0.243449	0.241292	NaN	0.126002	NaN	NaN	1.214596	NaN	NaN
AT1G18540.1	GMM:29.2.1.2.2.6	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L6	-0.506774	-0.317990	-0.247886	-0.297711	-0.316303	-0.472221	-0.510993	-0.278546	-0.419218	-1.459881	-0.784343	-0.548421	-0.325402	-0.340830	-0.520588	-0.449053	-0.146976	-0.424602	-0.285532	-0.215538	-0.288728	-0.175338	0.025629	-0.496771	-0.206607	0.043893	-0.060767	-0.102695	-0.299145	-0.231519	-0.270070	-0.547029	-0.324033	-0.070436	-0.244376	-0.335922	-0.343592	-0.065042	0.031447	0.057842	-0.054504	-0.206802	0.005546	0.083379	0.133828
AT1G18640.2	GMM:13.1.5.1.3	amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoserine phosphatase	0.140735	-0.223659	-0.114398	0.612528	0.279178	0.319136	-0.245828	-0.251040	-0.414885	0.469384	-0.104872	-0.365745	0.075924	-0.090792	0.319136	0.259893	0.104901	0.029422	0.276943	-0.068983	-0.383194	0.173776	0.107199	0.633495	-0.213940	0.220292	0.091690	-0.672716	0.186804	0.114855	-0.133637	0.006681	0.628529	0.220444	0.053050	0.428862	-0.344212	0.034638	0.318191	0.708177	0.201501	-0.285036	0.322729	0.545627	0.385239
AT1G19086.1			-13.868230	-14.018576	-5.420336	-4.844317	-13.981207	-13.936752	-4.924068	-4.886898	-4.892264	-14.172917	-14.023156	-14.090311	-13.970559	-13.887993	-4.598807	-13.962070	-5.643248	-13.938952	-14.077294	-14.074426	-4.961711	-13.974332	-4.397428	-4.476886	-4.849864	-4.302715	-14.150558	-14.244871	-14.179193	-13.851768	-4.433002	-5.610465	-4.805910	-13.896991	-13.873090	-4.666425	-13.893488	-4.997813	-14.042356	-14.101554	-13.846441	-4.301435	-13.722489	-4.926050	NaN
AT1G19090.1	GMM:30.2.17	signalling.receptor kinases.DUF 26	NaN	-10.927051	-10.636162	-10.835903	-10.737291	-10.950289	-11.067756	-10.582205	-11.115556	-11.207708	-11.027020	-11.255429	NaN	-10.612735	-10.796839	-8.954838	-10.881665	-11.191833	NaN	-11.303117	-11.218154	NaN	-11.103612	-11.203393	-11.392959	-11.359819	-8.629679	NaN	-8.440853	-11.048866	-9.670203	-11.000317	-11.156372	-11.104253	-10.793573	-11.357223	NaN	-11.238721	-11.362149	-11.445146	-11.200961	NaN	-9.786401	-10.940312	-11.028654
AT1G19485.1	GMM:28.2	DNA.repair	NaN	-10.329864	NaN	-10.510339	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.601216	-10.726018	-10.546799	NaN	NaN	NaN	NaN	NaN	NaN	-10.238829	-9.461530	-1.647352	NaN	NaN	-9.074243	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.462312	-10.784286	NaN	NaN	-8.854193	NaN
AT1G19550.1	GMM:21.2.1	redox.ascorbate and glutathione.ascorbate	-0.119891	0.091930	-0.080253	0.119661	-0.157014	-0.068152	-0.121440	-0.398364	-0.266798	-0.287570	-0.495478	-0.224063	-0.732628	-0.773695	-0.372932	-0.481517	-0.169587	-0.410104	-0.048569	0.136545	-0.108691	0.138862	0.233729	0.000215	-0.206432	-0.253079	-0.020000	-0.124153	-0.342603	-0.150647	0.290834	0.104907	-0.148626	0.468558	0.419351	0.255173	0.436484	0.276569	0.409207	0.577601	0.887921	0.702321	0.723236	0.638288	0.487264
AT1G19570.1	GMM:21.2.1	redox.ascorbate and glutathione.ascorbate	-1.487888	-0.270477	0.058481	-0.117158	-0.007366	-0.079048	-0.438746	-0.367228	-0.126284	-0.486546	-0.402254	-0.493273	-0.490143	-0.613488	-0.277112	-0.190265	-0.202312	-0.191459	-0.008056	-0.006074	0.084384	-0.050771	-0.184274	-0.120350	-0.257396	-0.108627	-0.109910	-9.315894	-0.264053	-0.079750	-0.230559	-0.163116	-0.113043	0.360524	0.301827	0.093471	0.468466	0.499939	0.435983	0.545830	0.537895	0.413733	0.443882	0.536987	0.411761
AT1G19630.1	GMM:26.10	misc.cytochrome P450	NaN	NaN	NaN	NaN	-9.542554	NaN	NaN	NaN	-9.300172	NaN	NaN	NaN	NaN	-9.575619	NaN	NaN	NaN	-0.195502	NaN	NaN	NaN	-8.900383	NaN	-9.358186	NaN	NaN	-9.095506	NaN	NaN	-9.073992	NaN	-9.342577	NaN	-9.776430	NaN	NaN	NaN	NaN	-8.845217	NaN	NaN	NaN	-8.721178	NaN	NaN
AT1G19910.1	GMM:34.1.1.2;GMM:34.1.1	transport.p- and v-ATPases.H+-transporting two-sector ATPase.subunit C;transport.p- and v-ATPases.H+-transporting two-sector ATPase	-0.063879	0.369918	0.121507	NaN	0.154559	-0.445465	0.501584	0.234451	0.712467	NaN	0.085320	-0.246370	NaN	-0.145337	-0.670512	-0.364057	0.176255	-0.253073	0.194549	-0.363290	-0.142056	-1.427540	0.124648	-0.160075	-1.450833	0.279132	0.208338	-10.979420	-0.461308	-0.696593	0.008461	-0.026920	-0.047725	0.085160	-0.134926	-0.553866	NaN	-1.046911	-0.329669	-0.428966	-0.402394	-0.075141	0.085747	-0.308615	-0.121373
AT1G19920.1	GMM:14.1	S-assimilation.APS	-0.084646	0.145966	-6.304823	0.188567	0.057354	-0.263365	0.161838	-0.514931	-0.376208	-12.977344	-0.529592	-0.473248	-0.468583	-0.337227	-0.437675	-5.024704	-0.252182	-8.590344	-0.048287	0.009038	0.503331	-5.115380	-0.068893	-0.243121	-0.101580	-0.345577	-9.481102	-4.524329	-0.553907	-0.213467	-0.250849	-0.193276	-0.762515	-4.702412	-0.188429	0.015492	0.115232	0.096069	-4.840719	0.009340	0.068812	-0.113962	0.156183	-0.249941	-0.181283
AT1G19950.1	GMM:17.1.1	hormone metabolism.abscisic acid.synthesis-degradation	-2.947649	-0.368597	0.256254	NaN	-0.234979	-0.107362	-0.218351	0.037621	-12.310373	NaN	0.120234	-0.330871	-0.272040	-0.555229	-0.324712	-0.386318	-0.391663	-0.042281	NaN	-0.092067	-0.220357	NaN	0.010655	-0.093620	-0.017007	0.073251	0.220490	NaN	-0.229704	-0.352524	-0.131328	-0.271053	-0.425351	-0.033552	-0.304472	0.015705	NaN	-0.079297	-2.756754	0.510515	0.318441	0.267390	0.314134	0.312282	0.298479
AT1G20010.1	GMM:31.1	cell.organisation	-0.046123	-0.170028	0.038649	-0.117697	0.125120	-0.089251	-0.249654	-0.180519	-0.308373	-0.650106	-0.359854	-0.358915	-0.415120	-0.313848	-0.341059	-0.277604	-0.180295	-0.309775	-0.025100	-0.205824	-0.098156	-0.119564	-0.156949	0.150935	-0.180560	-0.212315	0.066461	-0.312689	-0.271775	-0.368486	-0.245606	-0.144716	-0.110270	-0.125994	-0.023053	0.084881	0.262016	0.040540	0.137112	-0.049607	0.079489	0.420232	0.090769	0.011756	0.194097
AT1G20020.1	GMM:1.1.5.3	PS.lightreaction.other electron carrier (ox/red).ferredoxin reductase	-0.283633	-0.170993	-0.147806	0.088669	-0.009499	0.134334	-0.096505	-0.177737	-0.077627	-0.392391	-0.420185	-0.311651	-0.413453	-0.365908	-0.013862	-0.303647	-0.372917	-0.499049	-0.265003	-0.151503	-0.220774	-0.234375	-0.199701	-0.203837	-0.149224	-0.192258	-0.299230	-0.314374	-0.350946	-0.315049	-0.267342	-0.209404	-0.271524	-0.162135	-0.255864	-0.247796	0.057602	-0.140411	0.019767	0.054603	0.074616	0.113533	0.117618	0.084568	0.070885
AT1G20020.3	GMM:1.1.5.3	PS.lightreaction.other electron carrier (ox/red).ferredoxin reductase	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.818463	-8.358226	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G20200.1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom	0.096402	-0.383689	-1.720654	-0.263995	NaN	-3.304308	-10.626044	-2.398374	-2.171727	-0.305900	-10.852676	-3.356975	0.219509	-2.457983	-3.304308	-0.432024	-2.575305	-10.118012	0.293687	0.094352	-1.908216	0.225134	-2.152239	-1.974773	NaN	-1.554162	-3.508547	-0.506336	-2.662011	-2.054877	-0.560047	-1.764951	-2.038823	-10.912383	-0.258505	-1.755024	0.310155	0.079712	-2.392429	-0.729377	-2.388083	-1.597212	-0.283858	-2.629650	-1.278890
AT1G20260.2	GMM:34.1.1.1	transport.p- and v-ATPases.H+-transporting two-sector ATPase.subunit B	-0.254119	0.034633	-0.388122	-0.078686	-0.221313	-0.310047	-0.093727	-0.363732	-0.149744	-0.188159	-0.334474	-0.200024	-0.197201	-0.081443	-0.334632	-0.244832	-0.125363	-0.135520	0.014313	0.062444	-0.190646	0.103472	0.030455	-0.049670	-0.024086	0.003442	-0.112143	-0.232717	-0.433155	-0.221683	-0.268892	-0.116787	-0.263271	-0.188575	0.255976	-0.167899	0.164342	0.010071	-0.068723	0.404578	0.478931	0.148256	0.415747	0.253491	0.460875
AT1G20300.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.583028	NaN	-10.367501	NaN	NaN	NaN	NaN	NaN	-8.727372	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.540092	NaN	NaN	NaN	-3.988368	NaN	NaN	NaN	NaN	NaN	-4.984082	NaN	NaN
AT1G20340.1	GMM:1.1.5.1	PS.lightreaction.other electron carrier (ox/red).plastocyanin	0.227109	-0.247748	0.094912	-0.115039	-0.269087	-0.216754	-0.056253	-0.161922	-0.198588	-0.500505	-4.554146	-0.439079	-5.081287	-4.983656	-0.216754	-0.454479	-4.765124	-0.711394	-0.198918	-5.062230	-4.900393	-0.311069	-0.279975	-0.299610	-5.232998	-0.316112	-0.217653	-0.647341	-0.042746	-0.171826	-0.674884	-0.386813	-0.294951	-4.983147	-0.099282	-0.244491	-0.328466	-0.354309	-0.455866	-0.271887	-4.928412	-0.352386	-0.106695	0.013867	-0.317066
AT1G20440.1	GMM:20.2.99	stress.abiotic.unspecified	-1.377832	-1.904678	-1.583831	-1.631742	-1.972411	-5.247541	-1.961669	-1.657858	-2.141794	0.195626	0.073196	-0.031701	0.013284	-0.068712	-10.398668	0.361023	0.286041	-4.985862	0.264806	0.207076	0.115667	0.182360	0.156761	-0.084688	0.119278	0.100486	0.016849	0.049595	-0.003589	0.034295	-0.071250	-0.093166	-0.156128	0.214179	0.075292	0.039680	-0.169615	-0.335740	-0.490205	-0.059938	0.005109	-0.039254	0.319186	0.028255	-0.234423
AT1G20450.1	GMM:20.2.99	stress.abiotic.unspecified	-6.471920	-2.045108	-2.235561	-2.458343	-2.012902	-5.137497	-2.495885	-2.322150	-2.142862	0.162262	0.152353	0.156544	-0.019751	0.125951	-2.081210	0.268474	0.307160	0.315906	0.099612	0.105691	0.170054	0.199672	0.114077	0.231486	0.058701	0.215356	0.310296	-0.400937	-0.021742	0.059311	-0.004961	0.073139	0.032768	0.368478	0.277611	0.311779	-0.205086	-0.088715	-0.092128	-0.009818	0.240195	0.224214	0.166894	0.445493	0.128728
AT1G20450.2	GMM:20.2.99	stress.abiotic.unspecified	NaN	-12.321273	-1.781384	NaN	-12.367554	-12.563479	-12.509516	-12.655862	-12.379442	0.094722	-0.025748	0.032947	NaN	-0.179298	-12.563479	-0.079740	0.025259	-0.025649	0.512955	0.017680	-0.075898	-8.085261	0.080494	0.048783	0.052339	0.160594	-12.659204	NaN	-0.055134	-0.025468	NaN	-0.209969	-0.303825	NaN	0.230383	0.111155	NaN	-0.183160	-12.707537	NaN	NaN	-0.044823	NaN	-0.108990	-11.981129
