Protein	MapManNumer	Description	NA_1_1	NA_1_2	NA_1_3	NA_2_1	NA_2_2	NA_2_3	NA_3_1	NA_3_2	NA_3_3	CA_1_1	CA_1_2	CA_1_3	CA_2_1	CA_2_2	CA_2_3	CA_3_1	CA_3_2	CA_3_3	DA6_1_1	DA6_1_2	DA6_1_3	DA6_2_1	DA6_2_2	DA6_2_3	DA6_3_1	DA6_3_2	DA6_3_3	DA12_1_1	DA12_1_2	DA12_1_3	DA12_2_1	DA12_2_2	DA12_2_3	DA12_3_1	DA12_3_2	DA12_3_3	DA24_1_1	DA24_1_2	DA24_1_3	DA24_2_1	DA24_2_2	DA24_2_3	DA24_3_1	DA24_3_2	DA24_3_3
AT2G20810.1	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	NaN	NaN	NaN	-12.999359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G20890.1	GMM:29.3	protein.targeting	-0.271636	-0.335678	-0.363374	0.004399	-0.022910	0.018097	-0.201294	-0.243330	-0.379836	NaN	-0.759805	-0.455962	-0.209062	-0.349257	-0.236201	-0.315508	-0.265562	-0.148165	-0.182081	-0.162273	-0.062690	-0.085219	-0.041360	-0.180430	-0.142522	-0.123493	-0.128901	-0.372482	-0.393059	-0.273741	0.031107	-0.172410	-0.448039	-0.316413	-0.129211	-0.089896	-0.031734	-0.027115	-0.213807	0.443538	0.238796	0.116821	0.076690	0.179439	0.256122
AT2G20900.1	GMM:11.3.5	lipid metabolism.phospholipid synthesis.diacylglycerol kinase	-0.711675	NaN	NaN	NaN	-0.507531	-12.528229	-12.868895	-0.618664	NaN	-0.846093	-0.892207	-12.658500	NaN	-0.792860	NaN	-0.711303	NaN	NaN	NaN	-0.526284	-0.786454	-0.237362	NaN	-12.380684	NaN	-12.649796	NaN	NaN	-12.891264	-0.541701	-0.381620	NaN	-12.334819	-0.108887	NaN	NaN	NaN	NaN	NaN	-0.239755	-12.296119	-12.117673	NaN	-0.185287	0.191636
AT2G20950.1	GMM:35.2	not assigned.unknown	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.486268	NaN	NaN	NaN
AT2G20960.1	GMM:35.1	not assigned.no ontology	-0.053826	0.001282	NaN	0.049365	NaN	-0.090280	NaN	-0.462160	0.020845	-0.195295	-0.159077	-0.135732	NaN	-0.262744	-0.090280	-0.217694	0.095186	-0.262023	NaN	NaN	-0.024689	0.262553	-0.070247	0.046124	NaN	-0.194853	-0.051321	NaN	-0.141391	NaN	NaN	-0.237532	-0.565997	0.229232	NaN	0.211933	NaN	-0.148735	-0.088394	-0.119142	0.100860	NaN	0.135489	0.333604	NaN
AT2G21060.1	GMM:27.3.75	RNA.regulation of transcription.GRP	NaN	NaN	0.143004	NaN	NaN	NaN	NaN	NaN	-0.332775	NaN	NaN	-0.418482	NaN	NaN	NaN	0.140406	-0.080331	NaN	NaN	-0.139030	NaN	NaN	-0.290089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.212564	NaN	NaN	0.249887	NaN	NaN	NaN	NaN	NaN	-0.160328	NaN	0.579921	NaN
AT2G21130.1	GMM:31.3.1	cell.cycle.peptidylprolyl isomerase	-12.547203	-10.055985	-10.747374	NaN	NaN	NaN	0.373355	NaN	NaN	NaN	NaN	-0.205785	-0.071436	NaN	NaN	NaN	NaN	0.098178	-11.743873	NaN	NaN	NaN	NaN	0.272891	NaN	NaN	NaN	NaN	-0.668452	NaN	-11.822017	-0.096237	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G21160.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.181599	-0.587296	NaN	0.063705	NaN	NaN	NaN	NaN	NaN	NaN	-0.014294	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.020546	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G21170.1	GMM:1.3.5	PS.calvin cycle.TPI	-0.094804	-0.127388	-0.061088	-0.071236	-0.118445	-0.162797	-0.249992	-0.151576	-0.460259	-0.322822	-0.303182	-0.289061	-0.178324	-0.317395	-0.430262	-0.238927	-0.224632	-0.198665	-0.176101	-0.138769	-0.170901	-0.145583	-0.054226	-0.207205	-0.218390	-0.117612	-0.241032	-0.410766	-0.300549	-0.431426	0.176228	-0.260189	-0.143803	-0.175628	-0.111326	-0.194265	0.089699	0.028343	0.006617	0.051788	0.143461	-0.187121	0.984623	0.070931	0.714607
AT2G21250.1	GMM:3.5	minor CHO metabolism.others	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.343085	NaN	NaN	-0.219309	NaN	-0.213290	NaN	-0.248617	NaN	-0.226286	NaN	NaN	NaN	-0.469878	NaN	-0.055136	NaN	NaN	NaN	NaN	NaN	-0.000909	0.053424	NaN	0.002596	NaN	NaN	0.492770	NaN
AT2G21280.1	GMM:31.2.5	cell.division.plastid	NaN	NaN	NaN	NaN	-0.181532	0.064606	-0.132365	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.064606	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.319141	NaN	-0.291667	NaN	NaN	NaN	-0.136104	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.254543	NaN
AT2G21330.1	GMM:1.3.6	PS.calvin cycle.aldolase	-0.351660	-0.289712	-0.272502	-0.229298	-0.138666	-0.093619	-0.307915	-0.138711	-0.224233	-0.615375	-0.650290	-0.574594	-0.529933	-0.430526	-0.346582	-0.346303	-0.281437	-0.453131	-0.215095	-0.133356	-0.180499	-0.387680	-0.224130	-0.177780	-0.102019	-0.144679	-0.173998	-0.407632	-0.310937	-0.337289	-0.273685	-0.224911	-0.174954	-0.139996	-0.187206	-0.150869	0.112905	0.130133	0.072863	0.097295	0.087534	0.171994	0.009564	0.104222	-0.043730
AT2G21450.1	GMM:27.3.44	RNA.regulation of transcription.chromatin remodeling factors	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-11.910500	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-11.605000	NaN	-11.687198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.942359	NaN	NaN	NaN	-10.945799	NaN	NaN	NaN	NaN	NaN
AT2G21510.1	GMM:20.2.1	stress.abiotic.heat	-0.825862	-0.878552	-0.967890	NaN	-0.725743	NaN	-0.940287	NaN	NaN	-1.180263	NaN	-1.337985	-1.404070	NaN	NaN	-1.293528	NaN	-1.014335	-0.903873	-1.182373	-1.046420	-1.215372	-1.214036	-1.237085	NaN	-1.145626	NaN	-1.230420	-1.435282	NaN	-1.290584	-1.327341	NaN	NaN	-1.097705	NaN	-0.935754	NaN	NaN	-0.863605	-0.608635	NaN	NaN	NaN	NaN
AT2G21530.1			-9.987001	-0.163432	NaN	0.060772	0.198714	0.157632	-0.226893	0.108599	0.018035	-0.286189	-5.438673	NaN	-0.261945	-0.332025	0.157632	NaN	-0.444106	-0.397216	NaN	-0.125849	-0.176693	NaN	-0.149513	0.334665	-0.088598	NaN	0.503544	-0.126395	-0.249870	-0.139829	-0.022182	-0.431362	-0.057685	-0.227684	NaN	0.331693	NaN	0.114634	-0.324164	NaN	NaN	0.612473	0.251552	0.346970	NaN
AT2G21590.1	GMM:2.1.2.1	major CHO metabolism.synthesis.starch.AGPase	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.899569	NaN	NaN	0.003165	NaN	NaN	NaN	0.284673	NaN	NaN	NaN	-0.034681	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.490108	0.321169	NaN	NaN	NaN	NaN	NaN	NaN	-1.258523	0.129240	NaN	-7.810139
AT2G21660.1	GMM:27.4	RNA.RNA binding	-7.335746	-0.837831	-0.872884	-0.866554	-0.833732	-1.048185	-1.367790	-1.476673	-1.278372	0.310059	0.284019	0.143587	0.191062	0.161458	-0.936796	0.319987	0.352167	0.262480	0.348234	0.153280	0.140014	0.096996	0.152124	0.150442	0.188733	0.118060	0.204875	-0.177203	-0.223306	-0.034832	-0.127512	-0.184294	-0.189715	-0.065891	-0.022996	-0.008877	-0.583221	-0.524824	-0.424431	-0.244851	-0.349230	-0.286227	-0.104091	-0.286880	-0.025157
AT2G21870.1			0.148895	-0.165709	-0.072934	0.030775	-0.235283	-0.603092	0.044364	-0.343269	-0.201903	-0.132617	-0.346411	-0.125049	-0.216151	-10.604102	-1.029316	-0.174695	NaN	-0.893198	-5.515840	-0.264269	-0.404003	-5.960170	NaN	0.056906	-0.142676	-0.057475	-0.066191	-0.470555	0.034093	-0.433010	-0.200323	-5.435118	-0.809948	-0.061397	-0.036889	-0.080764	0.005235	-0.090171	0.219540	0.314883	0.016947	-5.540464	-5.448339	0.397678	0.441896
AT2G22125.1	GMM:35.1.19	not assigned.no ontology.C2 domain-containing protein	NaN	NaN	NaN	2.928028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.219465	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.855607	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G22140.1	GMM:35.2	not assigned.unknown	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.925462	NaN
AT2G22170.1			NaN	0.415283	0.391019	NaN	0.914205	NaN	NaN	NaN	NaN	NaN	NaN	-0.054403	0.081604	0.622082	NaN	0.039371	0.253142	0.241230	0.217489	NaN	0.103605	NaN	NaN	NaN	0.664656	0.192377	0.215488	0.278794	NaN	-0.047372	NaN	-0.056377	0.190237	NaN	NaN	NaN	0.211147	0.166176	NaN	0.413623	1.095069	0.672215	0.686476	0.491158	NaN
AT2G22230.1	GMM:11.1.5	lipid metabolism.FA synthesis and FA elongation.beta hydroxyacyl ACP dehydratase	NaN	-0.432859	NaN	NaN	-0.021756	NaN	-0.294614	-0.316807	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.316477	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.616033	NaN	NaN	NaN	NaN	NaN	-0.216013	NaN	NaN	NaN	-0.220955	NaN	-0.202658	0.112840	NaN	NaN	NaN	-0.435792	-0.032352	NaN	NaN
AT2G22330.1	GMM:26.10;GMM:16.5.1.1.3.2	misc.cytochrome P450;secondary metabolism.sulfur-containing.glucosinolates.synthesis.indole.CYP79B3 monooxygenase	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.966868	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G22340.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G22540.1	GMM:33.99	development.unspecified	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-13.223803	NaN	NaN	NaN	-10.960591	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G22570.1	GMM:16.2	secondary metabolism.phenylpropanoids	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G22600.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.489978
AT2G22610.1	GMM:31.1	cell.organisation	NaN	NaN	NaN	NaN	NaN	-7.623844	NaN	NaN	NaN	NaN	-8.247348	NaN	NaN	NaN	-7.623844	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.240347	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G23110.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G23120.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.885096	-1.118176	NaN	NaN	0.081921	NaN	-0.122743	NaN	NaN	NaN	NaN	NaN	NaN	-0.109705	NaN	0.199300	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.485624	0.150177	NaN	NaN	NaN	NaN	0.145662	NaN	NaN	0.280955	NaN
AT2G23220.1	GMM:26.10	misc.cytochrome P450	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.544328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G23300.1	GMM:30.2.3	signalling.receptor kinases.leucine rich repeat III	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G23350.1	GMM:27.1	RNA.processing	NaN	NaN	NaN	0.192365	NaN	NaN	NaN	NaN	-0.288153	NaN	NaN	NaN	NaN	NaN	NaN	-0.210340	-10.464483	NaN	0.001787	-0.006783	0.283296	-0.256848	NaN	NaN	NaN	0.067720	NaN	NaN	0.029836	NaN	NaN	0.040978	NaN	0.180322	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.140476	0.392841	NaN	NaN
AT2G23450.1	GMM:30.2.25	signalling.receptor kinases.wall associated kinase	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.771007	-0.521147	NaN	NaN	NaN	NaN	NaN	NaN	-0.658607	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.588094	NaN	NaN	NaN	NaN	NaN	-1.547580	NaN	NaN	NaN	0.002450	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.654659
AT2G23670.1			-0.318770	-0.281744	-0.001908	NaN	0.093739	0.017733	NaN	NaN	-0.193449	-0.495884	-0.460670	-0.285114	-0.706329	-0.379262	0.017733	-0.368412	-0.139664	NaN	-0.438466	NaN	-0.156829	-0.055937	NaN	0.296185	-0.150711	-0.287978	-0.192914	-0.460410	NaN	NaN	-0.325118	-0.137994	0.059786	NaN	-0.250337	NaN	NaN	0.074376	-0.130268	NaN	NaN	NaN	NaN	NaN	NaN
AT2G23890.1	GMM:35.1	not assigned.no ontology	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.711407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G24020.1			-0.052330	0.183054	-0.187640	NaN	-0.457779	-0.030793	NaN	NaN	1.381822	NaN	NaN	NaN	NaN	NaN	-0.030793	NaN	-0.049180	-0.347971	NaN	0.149934	NaN	NaN	-0.020768	NaN	-8.177231	0.187477	-0.275422	-0.523956	-0.197747	-0.596602	-0.209740	-0.339487	-0.348072	NaN	0.004555	-0.227249	NaN	0.190397	0.166496	1.705778	NaN	1.146487	NaN	0.611209	0.419941
AT2G24060.1	GMM:29.2.3	protein.synthesis.initiation	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.525694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.300020	0.176419	-10.956181	-0.346572	NaN	NaN	-0.146464	NaN	NaN	-0.214812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G24090.1	GMM:29.2.1.1.3.2.35	protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L35	-0.564326	NaN	NaN	0.162007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.549603	NaN	NaN	NaN	NaN	NaN	-0.125479	NaN	NaN	NaN	NaN	NaN	-0.770568	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.288648	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G24200.1	GMM:29.5	protein.degradation	NaN	-12.585303	-0.279499	0.045351	0.069036	-0.129284	-0.119756	-0.398106	-0.295049	0.090582	-0.420028	-0.150213	-5.238804	-0.443037	-0.258922	-0.220441	-5.993469	-0.024934	-6.525962	NaN	0.200772	0.160874	-0.068871	-0.205750	0.114455	0.020478	0.039068	-0.047023	-5.288550	-0.130736	-0.028792	-0.040756	0.029772	0.089387	-0.083982	0.185432	0.186305	0.097137	-0.165501	0.223876	0.218199	0.311962	0.392196	-0.098169	0.146526
AT2G24270.1	GMM:4.1.9	glycolysis.cytosolic branch.non-phosphorylating glyceraldehyde 3-phosphate dehydrogenase (NPGAP-DH)	NaN	NaN	-0.052944	-0.075264	-0.069389	-0.074166	-0.052075	-0.041596	-0.151208	-0.320360	-0.277880	-0.539338	-0.407340	-0.427840	-0.187135	-0.290759	0.027302	-0.259944	0.191095	-0.031077	-0.209826	-0.134504	-0.073713	0.021078	NaN	0.094647	-0.230582	-0.427613	-0.077784	-0.079170	-0.230573	-0.279671	-0.158939	0.210277	-0.223556	0.240385	0.373127	0.216959	-9.638671	0.114298	0.279680	0.310401	0.048432	0.158218	0.293568
AT2G24280.1	GMM:29.5	protein.degradation	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.246776	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G24580.1	GMM:13.1.5.2.41	amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.sarcosine oxidase	NaN	NaN	NaN	NaN	0.483532	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.370567	NaN	NaN	NaN	NaN	NaN	NaN	0.218651	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G24680.1	GMM:27.3.41	RNA.regulation of transcription.B3 transcription factor family	NaN	NaN	NaN	-2.816300	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.497203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.776180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G24940.1	GMM:21.2	redox.ascorbate and glutathione	-0.203198	0.052239	-0.168054	-0.154438	NaN	-5.644349	-0.257412	-0.361351	-0.364622	-0.027517	-0.273065	-0.073082	-0.603956	-0.452258	-0.071337	-0.128438	-0.075022	NaN	NaN	-0.081551	-0.052039	NaN	NaN	-5.928519	-0.272410	NaN	-0.010624	-6.173740	-0.043972	NaN	-0.477325	-0.038481	-0.278426	0.003303	-0.081884	NaN	NaN	0.204507	-0.083231	0.295882	0.237267	0.243187	0.183601	0.296106	0.102927
AT2G25060.1	GMM:26.19	misc.plastocyanin-like	-0.285929	NaN	NaN	0.242448	NaN	-7.715172	NaN	NaN	NaN	-0.128310	NaN	NaN	NaN	NaN	-7.715172	NaN	NaN	-0.336853	NaN	NaN	NaN	NaN	NaN	-10.920343	NaN	-0.168936	NaN	NaN	NaN	NaN	-0.519450	NaN	NaN	-10.704926	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G25080.1	GMM:21.2	redox.ascorbate and glutathione	NaN	NaN	-0.261051	-0.002665	NaN	NaN	-0.209956	NaN	0.018010	NaN	-0.304607	NaN	NaN	-0.019454	-0.167714	0.047777	0.070226	NaN	-11.941946	NaN	0.219701	-0.281658	NaN	NaN	-0.328214	NaN	-0.173782	NaN	NaN	-0.355383	-0.458197	NaN	0.248937	NaN	NaN	0.199334	NaN	NaN	0.078623	-0.094312	0.310772	0.054063	0.004732	NaN	0.156574
AT2G25160.1	GMM:26.10	misc.cytochrome P450	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-11.757296	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.351295	NaN	NaN	-0.356550	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.682398	-0.737439	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G25450.1	GMM:17.5.1;GMM:16.5.1.1.1.13	hormone metabolism.ethylene.synthesis-degradation;secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.2-oxoglutarate-dependent dioxygenase	NaN	-0.138641	NaN	-0.161864	NaN	NaN	-0.633954	NaN	NaN	NaN	NaN	NaN	0.180432	NaN	NaN	0.206160	NaN	NaN	NaN	-0.271390	-9.690625	NaN	NaN	NaN	-0.061316	NaN	NaN	NaN	NaN	NaN	-0.092668	NaN	NaN	0.599806	NaN	NaN	0.579800	0.186234	NaN	NaN	NaN	NaN	0.443190	NaN	NaN
AT2G25560.1	GMM:20.2.1	stress.abiotic.heat	-0.227101	-0.177606	-0.132903	-0.124118	-0.183346	-0.011627	-0.153601	-0.158496	-0.156249	-0.478814	-0.377121	-0.383901	-0.371119	-0.303949	-0.364692	-0.279733	-0.244627	-0.218809	-0.110119	-0.147723	-0.078466	-0.132295	-0.110612	-0.216007	-0.176159	-0.132058	-0.066315	-0.402579	-0.205690	-0.155821	-0.197845	-0.179569	-0.219937	0.035404	-0.007708	-0.126428	0.209333	0.210789	0.174417	0.308430	0.362515	0.393385	0.323022	0.369348	0.374984
AT2G25600.1	GMM:34.15	transport.potassium	NaN	NaN	NaN	NaN	1.397455	1.062086	NaN	NaN	1.328354	NaN	1.389096	NaN	NaN	NaN	1.062086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.501406	NaN	NaN	NaN	NaN	NaN	NaN	1.601280	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.201021	2.614838	NaN	NaN	NaN
AT2G25630.1	GMM:26.3	misc.gluco-, galacto- and mannosidases	0.030708	0.336424	NaN	NaN	NaN	NaN	-0.167452	NaN	-0.426740	NaN	NaN	NaN	-0.075131	NaN	NaN	NaN	NaN	-0.502922	NaN	-0.434158	NaN	NaN	NaN	NaN	-0.128055	-0.099100	0.106410	NaN	NaN	NaN	NaN	NaN	-0.286044	-0.273542	0.062118	-0.073426	0.015186	0.297746	NaN	NaN	0.006575	0.211017	NaN	NaN	0.077822
AT2G25660.1	GMM:33.99	development.unspecified	NaN	-0.127530	-0.219630	-0.234125	-0.220794	NaN	-0.470158	NaN	NaN	NaN	NaN	NaN	-0.283997	-0.476124	NaN	NaN	-0.242278	NaN	NaN	NaN	-0.229082	-11.647944	-0.159911	-13.869927	-0.419702	-0.253019	-8.975103	NaN	NaN	NaN	-0.330403	NaN	NaN	-0.351748	-0.161629	NaN	-0.088217	0.198037	0.013067	0.259480	NaN	NaN	0.231946	NaN	NaN
AT2G25690.1	GMM:33.99	development.unspecified	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.084607	NaN
AT2G25700.1	GMM:29.5.11.4.3.1	protein.degradation.ubiquitin.E3.SCF.SKP	NaN	NaN	NaN	NaN	NaN	-0.706940	NaN	NaN	NaN	-0.700231	NaN	NaN	NaN	NaN	-0.706940	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G25730.1	GMM:35.2	not assigned.unknown	NaN	NaN	-0.175573	NaN	-0.142583	-0.049321	NaN	NaN	-0.294828	NaN	-0.328554	-0.339761	-0.408091	-0.256787	-0.339114	-0.311600	NaN	NaN	NaN	-0.121255	-0.146329	NaN	-0.086246	-0.094702	NaN	NaN	NaN	NaN	-0.221760	-0.239931	NaN	-0.173649	NaN	NaN	-0.045557	-14.105752	NaN	-0.022470	0.004551	NaN	NaN	0.224551	NaN	0.144589	NaN
AT2G25800.1			NaN	NaN	NaN	NaN	NaN	NaN	0.568882	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.636993	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
