Protein	MapManNumer	Description	NA_1_1	NA_1_2	NA_1_3	NA_2_1	NA_2_2	NA_2_3	NA_3_1	NA_3_2	NA_3_3	CA_1_1	CA_1_2	CA_1_3	CA_2_1	CA_2_2	CA_2_3	CA_3_1	CA_3_2	CA_3_3	DA6_1_1	DA6_1_2	DA6_1_3	DA6_2_1	DA6_2_2	DA6_2_3	DA6_3_1	DA6_3_2	DA6_3_3	DA12_1_1	DA12_1_2	DA12_1_3	DA12_2_1	DA12_2_2	DA12_2_3	DA12_3_1	DA12_3_2	DA12_3_3	DA24_1_1	DA24_1_2	DA24_1_3	DA24_2_1	DA24_2_2	DA24_2_3	DA24_3_1	DA24_3_2	DA24_3_3
AT1G58848.1	GMM:20.1	stress.biotic	0.834329	NaN	1.341027	0.686472	NaN	NaN	0.785045	NaN	NaN	0.702543	NaN	NaN	1.527944	NaN	NaN	NaN	0.393892	NaN	NaN	NaN	NaN	0.702445	1.220064	NaN	1.147500	NaN	NaN	1.176900	1.235257	NaN	1.623411	1.451323	NaN	0.668946	NaN	NaN	0.073258	NaN	NaN	1.051446	1.056388	NaN	NaN	NaN	NaN
AT1G59171.1			NaN	2.081102	2.216486	1.679114	1.489089	1.712744	1.588814	1.319731	2.263402	2.095109	1.468836	NaN	1.604592	1.261759	1.805035	NaN	1.330089	NaN	NaN	0.657780	1.933781	1.567282	1.952013	2.189993	1.431911	1.985537	NaN	2.021721	1.606543	NaN	1.630998	0.848267	1.310389	1.577086	1.479537	1.647147	1.889528	2.287453	1.962285	1.881535	1.398158	1.596240	1.417299	1.623368	1.648906
AT1G59453.1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	2.042978	2.369815	2.642577	1.686176	2.464178	2.430813	2.438701	2.094036	2.497879	2.182954	NaN	2.575220	2.392717	2.393186	2.523105	2.830410	2.639718	2.578835	2.511351	2.923249	2.730849	2.616375	2.429432	NaN	2.329279	2.273226	NaN	2.398618	2.595809	2.877640	1.970527	2.557098	NaN	2.589464	2.673840	2.452589	NaN	1.943991	2.645500	2.096766	2.452479	NaN	2.376467	2.669393	2.308494
AT1G59630.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.163356	NaN	NaN	NaN	NaN	NaN	NaN	-4.645458	NaN	NaN	NaN
AT1G59660.1	GMM:29.3.1	protein.targeting.nucleus	3.230109	3.090464	2.895771	2.984883	2.905828	3.376530	NaN	2.911902	2.841799	2.875489	2.800255	NaN	NaN	2.954959	3.468822	2.768788	2.901880	2.726850	2.651869	2.518590	2.374056	2.449444	2.374292	3.039179	2.790553	2.267397	2.406550	2.632055	2.458535	2.650327	2.388899	NaN	2.517231	2.743567	NaN	2.593039	NaN	2.572590	2.126517	NaN	2.619728	NaN	NaN	2.843232	2.631230
AT1G59760.1	GMM:27.1	RNA.processing	NaN	-0.170798	NaN	NaN	NaN	0.846323	NaN	NaN	NaN	NaN	1.121463	NaN	NaN	NaN	0.938615	0.584537	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.144502	NaN	NaN	NaN	NaN	-0.671744	NaN	NaN	NaN	NaN	NaN	-0.113856	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G59870.1	GMM:34.16	transport.ABC transporters and multidrug resistance systems	0.436967	0.280222	NaN	1.000336	0.967054	-0.874938	-0.361201	-0.138986	1.044313	-0.131204	0.965853	0.892036	0.517580	0.905328	-3.635609	0.272131	-0.291850	1.036817	NaN	-0.073946	-0.153523	0.950223	-0.289373	0.052277	0.089922	0.045019	1.163679	0.040835	0.958706	1.066066	0.158326	0.973408	0.233183	0.993040	-0.124756	1.102216	0.994923	1.133884	1.134697	0.174131	0.932286	0.249865	0.348579	1.302691	0.341141
AT1G59900.1	GMM:8.1.1.1	TCA / organic transformation.TCA.pyruvate DH.E1	0.305638	0.227797	0.126066	0.359440	-0.099755	0.041861	-0.255047	0.400067	-0.022644	-0.028808	0.327598	NaN	-0.335570	-0.088671	0.271920	-0.353196	-0.296535	0.385550	1.182497	0.004843	0.017174	0.569062	0.063810	0.407800	0.119010	0.038786	3.280231	-0.109924	-0.047344	0.344658	-0.284500	0.464204	-0.264864	-1.320536	0.040402	0.295679	0.011999	0.180318	-0.050300	-0.020857	0.084568	NaN	0.119269	0.224355	-0.127164
AT1G59990.1	GMM:28.1	DNA.synthesis/chromatin structure	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.759008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.805256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G60110.1	GMM:26.16	misc.myrosinases-lectin-jacalin	NaN	NaN	NaN	NaN	NaN	NaN	0.859231	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.903113	NaN	NaN	NaN	NaN	NaN	2.399015	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G60350.1	GMM:33.99	development.unspecified	NaN	1.950287	NaN	NaN	NaN	1.756135	NaN	NaN	NaN	NaN	1.102732	NaN	NaN	NaN	NaN	2.198647	NaN	1.796521	NaN	NaN	-1.257533	NaN	NaN	NaN	NaN	NaN	1.845246	NaN	NaN	1.499726	NaN	NaN	NaN	1.229307	NaN	1.795256	2.127299	NaN	2.535674	NaN	NaN	NaN	NaN	NaN	1.675735
AT1G60410.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.860093	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.106195	-2.037246	NaN	-1.854295	NaN	NaN	-1.833135	NaN	NaN	NaN	NaN	NaN	NaN	-2.116661	NaN	-2.134900	-1.894853	NaN	NaN	NaN
AT1G60690.1	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	0.163778	0.188714	0.006337	0.199879	0.262041	0.221032	0.229427	0.189574	0.216688	-0.101535	0.354544	0.228755	-0.063522	0.461120	0.165687	-0.032436	0.287078	0.382993	0.073630	0.003566	0.138366	0.079379	0.209644	0.254346	0.414877	-0.122021	0.116543	0.173972	0.245887	0.223849	0.136214	0.282954	0.381303	0.452521	0.533351	0.393557	0.405118	0.194647	-0.012386	0.330922	0.289661	0.388188	0.533588	0.272317	-0.083438
AT1G60720.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.295020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G60780.1	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G60890.1	GMM:30.4.1	signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase	NaN	3.391548	NaN	NaN	NaN	NaN	NaN	3.967543	NaN	NaN	2.991582	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.773321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G60950.1	GMM:1.1.5.2	PS.lightreaction.other electron carrier (ox/red).ferredoxin	-0.859067	0.763766	NaN	NaN	0.277834	NaN	0.373947	0.004561	-0.379223	NaN	-0.270065	NaN	NaN	0.262225	-0.063416	-0.689033	-0.141995	-0.366983	NaN	-0.035181	-0.029864	0.656446	-0.091927	NaN	-0.241574	-0.260512	0.236273	NaN	NaN	0.039933	-1.254243	-0.345195	-0.660124	-0.902795	-0.235922	-0.510963	NaN	-0.272519	NaN	NaN	-0.443323	0.211043	-0.200375	NaN	-0.039778
AT1G61060.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G61190.1	GMM:20.1.7	stress.biotic.PR-proteins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G61320.1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	0.877370	0.754640	1.136775	NaN	0.560164	1.068144	NaN	1.261667	1.525717	NaN	0.503468	NaN	NaN	NaN	1.160436	0.924763	0.979044	0.980724	NaN	1.218841	0.909322	1.035752	NaN	NaN	NaN	0.688628	0.873008	NaN	0.621278	1.016993	NaN	NaN	0.979648	0.120961	0.685174	1.506389	NaN	1.051500	1.810738	NaN	-0.353137	1.083012	1.065867	NaN	0.997003
AT1G61520.1	GMM:1.1.2.1	PS.lightreaction.photosystem I.LHC-I	-0.329997	-0.142808	0.064101	0.255847	0.249672	0.239641	0.131318	0.072710	0.077064	0.078307	0.250842	0.305130	-0.147210	-0.034594	0.055411	0.034398	0.026321	0.058245	-0.022669	-0.056993	-0.086784	0.224955	0.404919	0.514357	0.291475	0.375848	0.227307	0.009467	0.073849	0.045747	0.494168	0.388492	0.693867	-0.031814	-0.003402	-0.168608	-0.463353	-0.416849	-0.257610	-0.548422	-0.419149	-0.429498	-0.193124	-0.265905	-0.319312
AT1G61600.1			0.014328	-0.117331	-0.353553	-0.103718	-0.062522	0.079978	-0.166599	-0.311319	-0.054940	-0.317096	0.336888	-0.177188	0.300874	0.052758	0.172270	0.494735	0.070725	0.169670	0.114372	0.409908	0.155816	0.325083	0.347278	0.188288	0.245529	0.570604	0.007184	0.595956	-0.032061	0.188152	0.116619	-0.121567	0.420763	-0.001630	0.154692	-0.388048	0.530030	0.280946	0.145284	0.486180	0.215207	0.147541	0.298027	-0.160899	0.442783
AT1G61640.1	GMM:35.1.1	not assigned.no ontology.ABC1 family protein	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G61780.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.013939	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.567958	NaN	3.437026	NaN	3.396589	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G61960.1	GMM:27.3.99	RNA.regulation of transcription.unclassified	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.795350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.632116	NaN	NaN	NaN	NaN	NaN	NaN	0.529814	NaN	NaN	NaN
AT1G61990.1	GMM:27.3.99	RNA.regulation of transcription.unclassified	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G62020.1	GMM:31.4	cell.vesicle transport	0.172546	0.482688	0.030838	-0.109006	0.415269	0.208424	0.297241	0.646750	-0.145805	-0.008704	0.045801	0.399272	-0.104837	-0.064126	0.300716	0.093835	0.141375	-0.193446	-0.458344	0.357704	-0.006181	0.056232	0.024885	0.224110	0.337680	0.412661	-0.017058	-0.040611	0.243775	-0.052606	-0.022979	-0.149469	-0.142248	-0.272872	0.466310	-0.060201	-0.137331	0.171314	-0.141023	-0.122874	0.390963	0.009360	0.172875	0.098813	-0.409781
AT1G62085.1	GMM:35.1	not assigned.no ontology	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G62110.1	GMM:27.3.99	RNA.regulation of transcription.unclassified	3.295591	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G62320.1	GMM:20.2.3	stress.abiotic.drought/salt	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.762345	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G62330.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.610230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.558685	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.463737	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G62380.1	GMM:17.5.1.2	hormone metabolism.ethylene.synthesis-degradation.1-aminocyclopropane-1-carboxylate oxidase	-0.981584	0.113507	0.398534	0.881559	0.505311	0.700944	0.567617	-0.349988	0.341146	0.190407	-0.004836	-0.148258	0.026587	-0.153909	0.793236	0.285018	-0.075155	0.044596	-0.054913	-0.467860	-0.422275	0.116697	-0.271488	0.111629	-0.015282	0.495439	-0.187005	-0.248704	-0.132453	0.143936	-0.356085	-0.350746	-0.093675	-0.441169	-0.319940	-0.169233	0.353044	-0.075002	0.045264	0.508753	0.239085	0.393981	0.073891	-0.324556	0.109464
AT1G62430.1	GMM:11.3.3	lipid metabolism.phospholipid synthesis.phosphatidate cytidylyltransferase	NaN	NaN	NaN	NaN	NaN	-1.968202	NaN	-2.411315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.183575	NaN	-2.926970	-2.711403	NaN	NaN	NaN	NaN	-2.281200	-2.458239	NaN	-1.906949	-2.114858	NaN	NaN	NaN	NaN	NaN	-2.533547	-2.604578	NaN	NaN	-3.032951	NaN	-3.352404	-2.681848	NaN	-2.825164	-2.323222
AT1G62750.1	GMM:29.2.4	protein.synthesis.elongation	0.002088	-0.169453	-0.156587	-0.078905	0.028076	-0.054549	-0.221676	-0.206260	-0.075627	-0.086859	-0.122643	-0.139297	-0.000406	-0.106696	-0.052115	0.011472	0.026652	-0.013858	0.077686	-0.076171	0.040595	-0.056313	-0.023109	-0.133730	-0.033459	0.096767	0.015178	0.010413	0.255868	0.207249	0.048572	0.058849	0.087334	-0.101619	0.041477	0.000304	-0.020447	0.034375	0.170631	0.026125	0.100638	0.066703	-0.039359	-0.146429	-0.115085
AT1G62760.1	GMM:26.18	misc.invertase/pectin methylesterase inhibitor family protein	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.732891	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G62780.1			0.306615	0.086875	-0.129956	0.261394	-0.271652	-0.010000	-0.435906	0.160604	-0.124442	-0.546159	-0.355911	0.296999	0.071789	0.135178	0.115982	-0.112279	0.098975	0.095563	0.263885	0.226267	-0.129316	0.110390	-0.003169	-0.031543	0.009682	0.172120	0.203049	0.359210	0.980341	-0.100779	0.612273	0.130704	0.086191	0.051457	-0.061021	-0.176428	0.834962	0.221220	-0.011565	0.115999	0.162512	0.261875	-0.799573	0.333017	-0.049019
AT1G62820.1	GMM:30.3	signalling.calcium	0.257587	-0.076155	0.510491	-0.075221	0.181135	0.105674	0.430580	0.081172	0.181899	0.491981	-0.098646	0.290900	0.014308	0.188300	0.026558	0.302839	0.013897	0.251175	-0.004476	0.170257	0.188467	-0.026630	-0.000862	0.119675	-0.113944	0.027952	-0.004119	-0.148487	0.272634	-0.068885	0.226949	-0.029987	0.383977	0.423063	0.017219	0.200064	0.146410	0.161532	0.090186	-0.015889	0.177584	0.215826	0.049171	-0.037742	0.027188
AT1G62950.1	GMM:30.2.7	signalling.receptor kinases.leucine rich repeat VII	0.675641	0.656843	1.046641	0.466550	0.491067	0.737388	0.892665	0.863648	0.830659	0.354924	0.256522	2.375403	0.604189	0.799128	0.829680	0.419321	0.777345	0.717828	NaN	0.479977	0.753869	0.240638	0.709709	0.692936	0.923035	0.729876	0.146849	0.340565	0.351819	0.796672	0.550635	0.754516	0.603311	0.830875	0.696697	0.846941	0.589074	0.919244	0.444690	0.502216	0.726828	0.520150	0.763771	1.074709	1.004107
AT1G62960.1	GMM:17.5.1.1	hormone metabolism.ethylene.synthesis-degradation.1-aminocyclopropane-1-carboxylate synthase	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.297527	NaN	NaN	NaN	-3.401763	NaN	-4.036914	NaN	NaN	-4.153012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.600249	-3.594083	NaN	NaN	NaN	NaN
AT1G63160.1	GMM:28.1	DNA.synthesis/chromatin structure	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.709940	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G63300.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G63680.1	GMM:33.99	development.unspecified	NaN	-2.402146	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.820245	NaN	NaN	NaN	NaN	NaN	-1.440698	NaN	NaN	NaN	-2.432632	NaN	NaN	-1.911876	NaN	-1.591290	NaN	NaN	NaN	NaN	NaN	-2.081764	NaN	NaN	-2.426565	NaN	NaN	NaN
AT1G63710.1	GMM:26.10	misc.cytochrome P450	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.861048	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT1G63770.1	GMM:29.5	protein.degradation	-0.003099	-0.038012	-0.180667	0.084731	-0.038347	0.192813	-0.056320	0.049408	0.334366	0.043075	0.195077	0.430270	-0.180037	-0.048097	0.095183	-0.002079	-0.058580	0.154949	-0.044290	0.102610	0.498981	-0.030474	0.184581	0.181983	0.106920	0.084459	0.062156	-0.253527	0.046873	0.049231	0.109138	-0.068744	0.142653	0.038275	-0.039917	0.019907	0.076592	0.130127	0.387476	0.113772	0.161541	0.160905	-0.064123	-0.111477	0.357558
AT1G63770.2	GMM:29.5	protein.degradation	0.090742	NaN	-0.238917	-0.367779	0.085920	-0.378709	-0.288465	-0.059915	-1.708396	-0.351942	0.370409	NaN	0.083849	0.173773	-0.286417	0.016351	-0.157542	-0.300530	0.113788	0.193797	0.069049	-0.547678	0.114429	0.332635	-0.044078	-0.293870	NaN	0.991860	0.654398	0.214616	-0.040407	0.292230	NaN	-1.799216	0.100646	0.388335	NaN	0.347192	0.683148	-0.229916	0.175504	NaN	-0.148205	0.165334	0.256776
AT1G63880.1	GMM:20.1.7	stress.biotic.PR-proteins	NaN	NaN	-3.284596	NaN	NaN	NaN	NaN	NaN	-3.388294	NaN	-3.847758	NaN	NaN	-3.443800	-3.336575	NaN	-2.513714	NaN	-3.612876	NaN	NaN	-3.388970	-3.546597	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.782153	NaN	NaN	-3.721955	-3.551101	NaN	-0.346759	NaN	NaN	NaN	NaN	NaN
AT1G63940.1	GMM:21.2.1	redox.ascorbate and glutathione.ascorbate	0.418135	0.252913	0.350893	0.384344	0.250902	0.148289	0.108748	0.099557	0.324135	0.065037	0.231428	0.190868	0.095263	0.074296	0.184548	0.044525	0.238613	0.139055	-0.000503	0.162469	0.056420	0.318033	-0.013278	0.132348	0.170126	0.330381	0.182062	-0.017951	0.135626	0.174729	0.127166	0.049978	0.171767	0.146106	0.107786	0.224404	0.272323	0.293375	0.049577	0.241163	0.361751	0.556310	0.362703	0.288021	0.262186
AT1G63940.3	GMM:21.2.1	redox.ascorbate and glutathione.ascorbate	NaN	0.051023	0.498466	NaN	0.208239	0.202921	-0.110263	-0.184523	0.219345	0.668774	0.493277	-0.285603	0.144236	0.025688	0.295213	-0.026300	0.173726	0.163863	-0.072665	-0.096867	NaN	0.565815	0.492766	0.350457	0.280981	0.358609	NaN	-0.000666	-0.005642	0.024540	NaN	0.549266	0.165953	-0.109703	0.026713	-0.004130	NaN	-0.243992	-0.440417	-0.499198	-0.665467	0.484582	-0.412024	-0.289151	-0.158665
AT1G64000.1	GMM:27.3.32	RNA.regulation of transcription.WRKY domain transcription factor family	0.096655	-0.245703	0.671363	-0.128717	NaN	NaN	-0.374849	NaN	NaN	0.448316	-0.094969	0.913970	0.093690	-0.217426	NaN	-0.637577	NaN	NaN	0.322936	0.125657	-0.096222	0.398925	-2.598323	-1.526694	0.657890	-0.051062	NaN	-0.363565	0.053488	NaN	0.521512	0.885279	NaN	-0.149898	-2.823487	NaN	-0.864511	NaN	NaN	-0.783677	NaN	NaN	-0.717659	NaN	NaN
AT1G64050.1			0.050552	-0.143645	0.144652	-0.451061	-0.011215	-0.154173	-0.311330	-0.149606	0.049648	-0.008093	0.200155	0.270403	NaN	0.211511	-0.281779	-0.156327	0.099898	0.151986	0.472236	0.229993	0.257032	NaN	0.589264	0.095246	-0.126021	0.471111	0.207051	-0.066764	-0.153301	-0.117728	0.039540	-0.052605	-0.050237	-0.089327	-0.035403	0.263591	NaN	0.193954	-0.167700	0.011873	-0.099399	0.049499	-0.165990	0.064162	-0.315295
AT1G64090.1			NaN	0.160158	0.488496	-0.304749	-0.386418	-0.433391	-0.006012	0.122051	-0.325862	NaN	0.731500	0.497283	0.325794	0.324359	-0.341099	-0.062797	-0.070305	-0.028653	0.271253	-0.067440	-0.162947	0.196818	0.401806	0.411789	0.197964	0.229889	0.314103	0.578197	-0.064911	0.165043	0.069647	0.001046	0.068938	0.172505	-0.075545	0.167067	-0.106103	0.089536	-1.203304	-0.198972	0.034921	-0.126951	-0.198104	0.209418	0.095207
AT1G64180.1	GMM:31.4	cell.vesicle transport	-0.285065	-0.117946	-0.039360	0.084212	0.293122	0.193335	0.093369	0.021823	-0.108010	0.289462	0.115754	-0.178458	-0.106831	0.128305	0.285627	0.201290	0.195093	-0.135928	0.272602	0.103146	0.393211	0.156076	-0.014237	-0.051451	0.216804	-0.288961	-0.403011	0.052447	-0.191978	0.245989	0.094664	-0.059767	0.584729	0.481421	0.019143	0.548227	0.059881	-0.012709	0.152688	0.122333	0.020323	0.496726	-0.052423	0.127770	0.082177
AT1G64190.1	GMM:7.1.3	OPP.oxidative PP.6-phosphogluconate dehydrogenase	0.392640	0.335694	0.419675	NaN	0.094337	0.345999	0.163094	0.011907	0.068360	NaN	0.236436	0.122355	-0.100098	-0.052183	0.034586	0.224706	-0.064483	0.319519	-0.144057	0.076919	0.460538	0.122660	-0.026532	0.288401	0.139948	0.398284	0.069228	-0.003708	0.011295	0.351697	0.438542	-0.045163	0.335587	-0.204826	0.145762	0.154606	-0.463192	-0.112715	0.187766	-0.012169	0.153477	0.187216	0.421152	0.132980	0.134463
AT1G64200.1	GMM:34.1.1	transport.p- and v-ATPases.H+-transporting two-sector ATPase	0.163728	0.127501	0.330180	0.290707	-0.052964	0.322058	0.365912	0.142028	0.196089	-0.151413	0.092431	-0.355571	0.197325	-0.109717	-0.161389	-0.161799	0.182086	-0.058518	0.114527	0.231655	0.297082	0.014298	0.198668	0.082186	0.254648	-0.089337	0.122178	0.117572	0.030807	0.236820	0.141777	-0.021651	-0.004169	0.252810	0.395224	0.178228	0.340161	0.119204	0.224058	0.021975	0.524707	0.304558	-0.125672	0.479817	0.097378
AT1G64255.1	GMM:27.3.99	RNA.regulation of transcription.unclassified	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.742241	NaN	NaN	NaN	NaN	2.480346	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.104295	NaN	NaN	NaN
AT1G64260.1	GMM:27.3.99	RNA.regulation of transcription.unclassified	NaN	-0.320106	0.020716	0.033108	-0.101501	-0.034727	-0.373615	-0.658089	-0.324510	-0.397877	-0.714678	-0.309641	-0.121204	0.065210	0.057565	-0.404982	-0.319178	-0.347582	NaN	-0.285750	-0.140498	0.065667	0.052528	-0.013222	-0.449951	-0.081259	-0.166850	NaN	-0.323607	-0.382034	-0.209610	-0.325087	-0.703870	-0.783754	-0.373263	-0.387534	0.155938	-0.287057	-0.219643	-0.820219	-0.543349	-0.440280	-0.630182	-0.825724	-0.800642
